WAVELENGTH,S-T-00,S-R-00,D-T-00,D-R-00
14020,84.541685,3.747644,94.21548,2.5261
14040,84.402619,3.802231,94.15666,2.55793
14060,84.265231,3.854924,94.09759,2.58991
14080,84.131585,3.905366,94.03828,2.62204
14100,84.008216,3.95091,93.97871,2.65432
14120,83.889693,3.993705,93.89799,2.68675
14140,83.770006,4.035743,93.81711,2.71932
14160,83.647186,4.077817,93.73609,2.75203
14180,83.518785,4.121771,93.65492,2.78489
14200,83.383168,4.167532,93.57361,2.81789
14220,83.238777,4.215596,93.49216,2.85103
14240,83.082281,4.26649,93.41057,2.8843
14260,82.905298,4.323926,93.32885,2.91771
14280,82.715859,4.384761,93.247,2.95126
14300,82.524837,4.444878,93.16502,2.98494
14320,82.333679,4.504482,93.08292,3.01876
14340,82.141923,4.563807,93.0007,3.0527
14360,81.952227,4.621628,92.91836,3.08677
14380,81.768078,4.677228,92.8359,3.12098
14400,81.5909,4.73043,92.75333,3.15531
14420,81.427752,4.779652,92.67065,3.18976
14440,81.273701,4.826597,92.58784,3.22434
14460,81.111212,4.875549,92.50495,3.25904
14480,80.933761,4.92809,92.42195,3.29386
14500,80.744783,4.9838,92.33885,3.3288
14520,80.543181,5.042612,92.22765,3.36386
14540,80.322422,5.105285,92.11649,3.39904
14560,80.078517,5.172042,92.00537,3.43433
14580,79.816439,5.241556,91.8943,3.46974
14600,79.533249,5.313334,91.78326,3.50526
14620,79.248336,5.383307,91.67229,3.54089
14640,78.979671,5.446177,91.56136,3.57663
14660,78.72083,5.504229,91.45047,3.61248
14680,78.469015,5.55746,91.33964,3.64843
14700,78.228495,5.606557,91.22887,3.6845
14720,78.00633,5.651215,91.11815,3.72067
14740,77.798024,5.692612,91.00749,3.75694
14760,77.60016,5.731589,90.8969,3.79331
14780,77.408579,5.769662,90.78636,3.82978
14800,77.215526,5.80954,90.67589,3.86636
14820,77.016226,5.853049,90.56549,3.90303
14840,76.81211,5.899905,90.45515,3.9398
14860,76.60239,5.950143,90.34489,3.97666
14880,76.384739,6.004682,90.23471,4.01362
14900,76.153875,6.063506,90.12459,4.05067
14920,75.914373,6.125483,90.01456,4.08781
14940,75.670732,6.188823,89.90459,4.12504
14960,75.422663,6.253052,89.79472,4.16237
14980,75.167872,6.317333,89.68491,4.19978
15000,74.907458,6.380999,89.5752,4.23727
15020,74.645948,6.44344,89.47308,4.27485
15040,74.385644,6.503612,89.37102,4.31252
15060,74.122399,6.562846,89.269,4.35026
15080,73.85227,6.623334,89.16704,4.38809
15100,73.579535,6.683118,89.06513,4.426
15120,73.307071,6.742113,88.96328,4.46399
15140,73.035569,6.80059,88.8615,4.50205
15160,72.76541,6.858447,88.75977,4.54019
15180,72.496699,6.91581,88.6581,4.57841
15200,72.228927,6.973427,88.5565,4.6167
15220,71.962146,7.031487,88.45497,4.65506
15240,71.696072,7.090562,88.35352,4.6935
15260,71.430512,7.150584,88.25212,4.732
15280,71.16494,7.211662,88.1508,4.77057
15300,70.897331,7.274849,88.04955,4.80921
15320,70.627338,7.340441,87.94838,4.84792
15340,70.35643,7.407813,87.84729,4.88669
15360,70.08363,7.47756,87.74627,4.92553
15380,69.812408,7.547852,87.64533,4.96443
15400,69.543746,7.619058,87.54448,5.00339
15420,69.281026,7.689188,87.44372,5.04242
15440,69.029511,7.755572,87.34303,5.0815
15460,68.792102,7.817087,87.24243,5.12064
15480,68.566296,7.875411,87.14192,5.15984
15500,68.352463,7.9304,87.0415,5.19909
15520,68.150708,7.982136,86.94118,5.2384
15540,67.964191,8.029997,86.84094,5.27776
15560,67.790674,8.074981,86.74081,5.31718
15580,67.625634,8.118954,86.64075,5.35665
15600,67.466296,8.163565,86.54081,5.39617
15620,67.311657,8.209237,86.51092,5.43574
15640,67.158511,8.257796,86.48083,5.47536
15660,67.007482,8.308966,86.4506,5.51503
15680,66.859617,8.362595,86.42019,5.55475
15700,66.715456,8.418912,86.38962,5.59451
15720,66.574422,8.478015,86.35888,5.63431
15740,66.435533,8.541765,86.32799,5.67416
15760,66.300208,8.607982,86.29694,5.71405
15780,66.169574,8.675546,86.26572,5.75398
15800,66.044415,8.744013,86.23436,5.79395
15820,65.925111,8.813,86.20285,5.83396
15840,65.815333,8.882374,86.17119,5.87401
15860,65.710671,8.951592,86.13938,5.9141
15880,65.607404,9.019757,86.10743,5.95422
15900,65.503396,9.086296,86.07533,5.99438
15920,65.39989,9.152053,86.04311,6.03457
15940,65.298897,9.216636,86.01073,6.07479
15960,65.196719,9.280458,85.97823,6.11505
15980,65.089661,9.343675,85.9456,6.15533
16000,64.974975,9.40628,85.91283,6.19565
16020,64.854809,9.468394,85.87315,6.23599
16040,64.727736,9.531286,85.83337,6.27637
16060,64.59433,9.594608,85.79348,6.31677
16080,64.45526,9.657784,85.75349,6.35719
16100,64.31092,9.720262,85.71341,6.39765
16120,64.160847,9.782019,85.67323,6.43812
16140,64.00451,9.843991,85.63295,6.47863
16160,63.84277,9.905769,85.59258,6.51915
16180,63.677485,9.966077,85.55212,6.55969
16200,63.511437,10.024088,85.51157,6.60026
16220,63.343472,10.080434,85.47095,6.64084
16240,63.17358,10.134644,85.43022,6.68145
16260,63.001894,10.186347,85.38942,6.72207
16280,62.827691,10.237508,85.34854,6.76271
16300,62.651388,10.289765,85.30758,6.80337
16320,62.472481,10.342952,85.26654,6.84404
16340,62.29052,10.396544,85.22543,6.88473
16360,62.106411,10.449844,85.18424,6.92543
16380,61.917438,10.505343,85.14299,6.96615
16400,61.722146,10.564669,85.10166,7.00687
16420,61.519532,10.628847,85.06026,7.04761
16440,61.309974,10.696329,85.0188,7.08836
16460,61.092716,10.766977,84.97727,7.12912
16480,60.867483,10.839961,84.93569,7.16989
16500,60.634057,10.914225,84.89404,7.21066
16520,60.391589,10.988151,84.74809,7.25144
16540,60.140641,11.061709,84.60253,7.29222
16560,59.88127,11.134987,84.45737,7.333
16580,59.613243,11.208329,84.31261,7.37379
16600,59.338718,11.27863,84.16827,7.41459
16620,59.058992,11.342464,84.02431,7.45539
16640,58.774529,11.39896,83.88077,7.49619
16660,58.484324,11.451843,83.7376,7.537
16680,58.188104,11.502297,83.59485,7.5778
16700,57.884988,11.550678,83.45248,7.61861
16720,57.573984,11.597217,83.31052,7.65941
16740,57.254122,11.643079,83.16895,7.70022
16760,56.925075,11.688756,83.02778,7.74102
16780,56.58673,11.734778,82.887,7.78183
16800,56.239727,11.781756,82.74661,7.82263
16820,55.880633,11.830934,82.60662,7.86342
16840,55.50476,11.884875,82.46702,7.90421
16860,55.107031,11.946421,82.32781,7.945
16880,54.696668,12.01076,82.189,7.98578
16900,54.27726,12.076519,82.05056,8.02655
16920,53.850845,12.142883,81.91252,8.06732
16940,53.415927,12.21039,81.77486,8.10808
16960,52.971227,12.279564,81.6376,8.14883
16980,52.518863,12.34964,81.50072,8.18958
17000,52.06398,12.418724,81.36423,8.23031
17020,51.611132,12.485064,81.10677,8.27102
17040,51.162159,12.548095,80.85053,8.31172
17060,50.718542,12.607387,80.59553,8.35241
17080,50.28973,12.660755,80.34174,8.39308
17100,49.870432,12.709599,80.08917,8.43375
17120,49.455921,12.755164,79.83781,8.4744
17140,49.040644,12.798662,79.58764,8.51503
17160,48.626208,12.83987,79.33867,8.55565
17180,48.213478,12.878658,79.09088,8.59626
17200,47.804997,12.914178,78.84428,8.63685
17220,47.395544,12.948056,78.59884,8.67743
17240,46.982049,12.981348,78.35457,8.71799
17260,46.560185,13.016092,78.11146,8.75853
17280,46.129991,13.051903,77.8695,8.79905
17300,45.689842,13.088915,77.62868,8.83955
17320,45.230295,13.12819,77.38902,8.88004
17340,44.763587,13.168686,77.15047,8.92051
17360,44.295661,13.209917,76.91306,8.96095
17380,43.836611,13.251,76.67677,9.00138
17400,43.382662,13.292499,76.44159,9.04178
17420,42.93237,13.334659,76.20751,9.08217
17440,42.479902,13.378181,75.97454,9.12253
17460,42.036325,13.42189,75.74267,9.16287
17480,41.607752,13.465142,75.51188,9.20319
17500,41.207198,13.506521,75.28217,9.24348
17520,40.83014,13.546778,75.19563,9.28376
17540,40.475028,13.586225,75.10926,9.32403
17560,40.146743,13.624083,75.02306,9.36426
17580,39.840498,13.661061,74.93706,9.40447
17600,39.552716,13.697674,74.85122,9.44466
17620,39.277901,13.735127,74.76557,9.48482
17640,39.016778,13.773187,74.68009,9.52495
17660,38.769861,13.811559,74.59479,9.56506
17680,38.541174,13.850381,74.50967,9.60514
17700,38.327182,13.889952,74.42473,9.64519
17720,38.12061,13.930773,74.33997,9.68521
17740,37.912379,13.973861,74.25539,9.7252
17760,37.700905,14.019358,74.17097,9.76516
17780,37.492496,14.066459,74.08675,9.80509
17800,37.285895,14.115412,74.0027,9.845
17820,37.080832,14.166297,73.91884,9.88487
17840,36.881311,14.218397,73.83514,9.92471
17860,36.689376,14.270995,73.75164,9.96452
17880,36.508194,14.323023,73.6683,10.00429
17900,36.33597,14.375165,73.58516,10.04404
17920,36.172139,14.427588,73.50219,10.08375
17940,36.014192,14.481016,73.4194,10.12343
17960,35.866834,14.534018,73.33678,10.16308
17980,35.732225,14.585929,73.25436,10.20269
18000,35.618353,14.634811,73.1721,10.24226
18020,35.521309,14.681182,73.15227,10.28182
18040,35.436021,14.725567,73.13241,10.32133
18060,35.361783,14.768642,73.11252,10.36082
18080,35.297178,14.810527,73.09261,10.40026
18100,35.236089,14.850819,73.07266,10.43967
18120,35.174478,14.889667,73.0527,10.47904
18140,35.107842,14.927113,73.03271,10.51838
18160,35.037449,14.963612,73.0127,10.55768
18180,34.963574,14.999239,72.99267,10.59694
18200,34.88892,15.033987,72.97261,10.63617
18220,34.806498,15.068377,72.95253,10.67535
18240,34.712829,15.102721,72.93243,10.7145
18260,34.595292,15.137539,72.91232,10.75361
18280,34.456274,15.172887,72.89218,10.79268
18300,34.305275,15.208842,72.87204,10.83171
18320,34.145025,15.245464,72.85187,10.8707
18340,33.978408,15.282741,72.83169,10.90965
18360,33.805485,15.321384,72.81149,10.94857
18380,33.626823,15.361517,72.79128,10.98744
18400,33.443845,15.403537,72.77105,11.02627
18420,33.258901,15.447263,72.75082,11.06506
18440,33.07388,15.492664,72.73056,11.1038
18460,32.890519,15.539283,72.7103,11.14251
18480,32.709788,15.587087,72.69003,11.18118
18500,32.535862,15.636336,72.66975,11.2198
18520,32.373164,15.687203,72.5589,11.25836
18540,32.230708,15.740116,72.44837,11.29689
18560,32.097854,15.794381,72.33817,11.33537
18580,31.971867,15.849815,72.22829,11.37381
18600,31.847146,15.905403,72.11874,11.4122
18620,31.72399,15.961252,72.00951,11.45055
18640,31.603081,16.017644,71.9006,11.48886
18660,31.484382,16.074624,71.792,11.52712
18680,31.36873,16.132386,71.68372,11.56534
18700,31.251377,16.190249,71.57577,11.60351
18720,31.131319,16.24807,71.46812,11.64164
18740,31.00599,16.3053,71.36079,11.67972
18760,30.874588,16.362067,71.25378,11.71776
18780,30.735759,16.418594,71.14709,11.75575
18800,30.58424,16.475019,71.0407,11.79369
18820,30.412943,16.531621,70.93462,11.83159
18840,30.234556,16.587755,70.82886,11.86945
18860,30.051593,16.643306,70.7234,11.90725
18880,29.873258,16.697195,70.61826,11.94501
18900,29.698853,16.749485,70.51342,11.98273
18920,29.525931,16.800332,70.40889,12.02039
18940,29.354231,16.849858,70.30466,12.05801
18960,29.181247,16.898452,70.20074,12.09558
18980,29.01374,16.945315,70.09714,12.13311
19000,28.853975,16.990084,69.99382,12.17058
19020,28.708578,17.03281,69.95705,12.20802
19040,28.578674,17.073488,69.92033,12.24541
19060,28.463151,17.11174,69.88366,12.28275
19080,28.363366,17.147332,69.84704,12.32005
19100,28.287867,17.178608,69.81046,12.35729
19120,28.230012,17.207067,69.77394,12.39448
19140,28.18263,17.234369,69.73746,12.43163
19160,28.14039,17.261824,69.70104,12.46873
19180,28.097055,17.29095,69.66467,12.50578
19200,28.057137,17.320608,69.62835,12.54277
19220,28.021135,17.350628,69.59208,12.57972
19240,27.992765,17.380429,69.55586,12.61662
19260,27.972159,17.409993,69.5197,12.65347
19280,27.948833,17.441509,69.48358,12.69027
19300,27.921528,17.475198,69.44753,12.72701
19320,27.879941,17.512982,69.41151,12.76371
19340,27.826972,17.554351,69.37556,12.80036
19360,27.766394,17.59862,69.33966,12.83695
19380,27.696016,17.646414,69.30381,12.8735
19400,27.612334,17.69895,69.26802,12.90999
19420,27.521345,17.754132,69.23228,12.94643
19440,27.425568,17.811128,69.19659,12.98283
19460,27.329832,17.868028,69.16096,13.01917
19480,27.236966,17.923735,69.12539,13.05545
19500,27.144265,17.979308,69.08987,13.09169
19520,27.051624,18.034765,69.09099,13.12788
19540,26.955881,18.091581,69.09208,13.16402
19560,26.85651,18.14998,69.09315,13.20011
19580,26.762114,18.206652,69.09419,13.23614
19600,26.67323,18.26141,69.09521,13.27213
19620,26.599591,18.310873,69.09622,13.30806
19640,26.539716,18.355602,69.09721,13.34394
19660,26.488133,18.397835,69.09816,13.37976
19680,26.445492,18.437278,69.0991,13.41553
19700,26.413037,18.47337,69.10001,13.45125
19720,26.388991,18.506759,69.10091,13.48692
19740,26.3694,18.53889,69.1018,13.52253
19760,26.353203,18.570048,69.10265,13.5581
19780,26.335841,18.601616,69.1035,13.5936
19800,26.318831,18.6332,69.10432,13.62906
19820,26.302669,18.664782,69.10513,13.66446
19840,26.287922,18.696149,69.10593,13.69981
19860,26.277121,18.726484,69.1067,13.7351
19880,26.265864,18.757244,69.10747,13.77034
19900,26.250878,18.789541,69.10822,13.80553
19920,26.228431,18.824549,69.10894,13.84067
19940,26.19138,18.864564,69.10966,13.87575
19960,26.145363,18.907753,69.11036,13.91077
19980,26.085892,18.959207,69.11105,13.94574
20000,26.036834,19.000244,69.11172,13.98066
