WAVELENGTH,AR Reflecttance @ 00 AOI,AR Reflecttance @ 30 AOI,AR Transmittance @ 00 AOI,AR Transmittance @ 30 AOI
3.11,0.494177,0.23416,94.827943,93.909009
3.112,0.482542,0.240629,94.861354,93.929559
3.114,0.472859,0.246268,94.894289,93.952068
3.116,0.464937,0.246185,94.937228,93.99068
3.118,0.459376,0.239536,94.990987,94.045946
3.12,0.454605,0.229607,95.047603,94.103819
3.122,0.449967,0.21894,95.102719,94.156913
3.124,0.442979,0.210645,95.148739,94.191073
3.126,0.435166,0.205562,95.188983,94.213361
3.128,0.426955,0.202512,95.227985,94.233622
3.13,0.41883,0.201328,95.269963,94.260817
3.132,0.412733,0.200209,95.319895,94.305832
3.134,0.406383,0.199879,95.373051,94.357918
3.136,0.398886,0.200824,95.425788,94.41023
3.138,0.388828,0.202436,95.472929,94.45153
3.14,0.375675,0.205331,95.512221,94.475177
3.142,0.36236,0.20623,95.549536,94.495491
3.144,0.350059,0.202944,95.587682,94.51836
3.146,0.341371,0.194007,95.632894,94.557392
3.148,0.3367,0.179836,95.685463,94.613874
3.15,0.334582,0.1652,95.736955,94.671558
3.152,0.333686,0.152985,95.783988,94.724837
3.154,0.331252,0.148063,95.819224,94.756776
3.156,0.327482,0.149339,95.844814,94.771825
3.158,0.32256,0.153592,95.86985,94.784701
3.16,0.316799,0.157998,95.899103,94.803018
3.162,0.311092,0.157895,95.942187,94.844727
3.164,0.305129,0.154474,95.993972,94.899614
3.166,0.299112,0.148934,96.047512,94.956217
3.168,0.292281,0.143515,96.096376,95.003707
3.17,0.28445,0.140383,96.131676,95.025144
3.172,0.276871,0.139031,96.158119,95.034623
3.174,0.269954,0.138999,96.179589,95.040312
3.176,0.264404,0.139117,96.202803,95.056385
3.178,0.261156,0.138349,96.23359,95.096068
3.18,0.258019,0.137168,96.26871,95.145116
3.182,0.253742,0.136537,96.306806,95.19637
3.184,0.247565,0.136627,96.343975,95.236389
3.186,0.237655,0.138333,96.376991,95.254389
3.188,0.22738,0.13927,96.409892,95.264143
3.19,0.219005,0.138743,96.444996,95.272218
3.192,0.215084,0.135747,96.484118,95.291283
3.194,0.217718,0.128787,96.529462,95.329172
3.196,0.221803,0.121382,96.574817,95.3748
3.198,0.225499,0.115091,96.616133,95.421118
3.2,0.224304,0.112915,96.649551,95.457077
3.202,0.21616,0.116236,96.671971,95.476565
3.204,0.205757,0.121057,96.689847,95.489586
3.206,0.195637,0.1256,96.70729,95.502512
3.208,0.189355,0.126852,96.729002,95.523614
3.21,0.190059,0.123122,96.759183,95.557971
3.212,0.19382,0.116852,96.792635,95.595947
3.214,0.197896,0.109434,96.825869,95.63076
3.216,0.200221,0.102563,96.855079,95.655614
3.218,0.197767,0.098761,96.876739,95.664431
3.22,0.191823,0.097053,96.896732,95.669811
3.222,0.182093,0.097504,96.917674,95.677434
3.224,0.170663,0.099147,96.942772,95.695454
3.226,0.157908,0.102035,96.975872,95.731104
3.228,0.146705,0.103834,97.008848,95.76815
3.23,0.139165,0.104131,97.041321,95.803456
3.232,0.136177,0.101606,97.067001,95.825612
3.234,0.139253,0.096197,97.083306,95.826855
3.236,0.144588,0.090645,97.098619,95.827031
3.238,0.151443,0.08593,97.113384,95.828111
3.24,0.155881,0.085115,97.134947,95.84494
3.242,0.156694,0.089006,97.16578,95.884437
3.244,0.154475,0.094348,97.197569,95.928069
3.246,0.149294,0.100957,97.228511,95.971417
3.248,0.141984,0.105955,97.251728,95.999248
3.25,0.133924,0.107209,97.263273,96.003163
3.252,0.125632,0.105725,97.270461,95.997314
3.254,0.117701,0.100782,97.277657,95.991506
3.256,0.110332,0.093804,97.289446,95.996185
3.258,0.103821,0.085225,97.311863,96.022943
3.26,0.098693,0.077052,97.340196,96.060359
3.262,0.095489,0.072386,97.370186,96.096649
3.264,0.093698,0.071182,97.399025,96.126452
3.266,0.093496,0.076503,97.4201,96.132293
3.268,0.094232,0.084407,97.437109,96.127621
3.27,0.094946,0.091596,97.452093,96.122222
3.272,0.095454,0.096369,97.46722,96.120873
3.274,0.093499,0.0938,97.486563,96.140955
3.276,0.091483,0.087415,97.507847,96.169612
3.278,0.091264,0.079822,97.528525,96.19809
3.28,0.092629,0.073841,97.547622,96.219578
3.282,0.097938,0.073368,97.561346,96.219959
3.284,0.105041,0.077999,97.571194,96.207452
3.286,0.111175,0.08492,97.581467,96.196528
3.288,0.114977,0.092558,97.59282,96.194983
3.29,0.113357,0.097534,97.608966,96.217557
3.292,0.106092,0.099859,97.630319,96.2654
3.294,0.097019,0.100686,97.651866,96.315063
3.296,0.086112,0.099941,97.673241,96.364632
3.298,0.07829,0.099925,97.690296,96.391876
3.3,0.073711,0.100874,97.701195,96.391776
3.302,0.072178,0.101699,97.710792,96.383607
3.304,0.073362,0.1019,97.71978,96.368394
3.306,0.076206,0.100494,97.731409,96.36387
3.308,0.079394,0.097607,97.748055,96.37785
3.31,0.082556,0.094424,97.766535,96.401478
3.312,0.08512,0.09252,97.785615,96.428226
3.314,0.086307,0.092385,97.802698,96.4527
3.316,0.085232,0.095357,97.815229,96.462982
3.318,0.082952,0.100745,97.824759,96.465438
3.32,0.080182,0.105903,97.833031,96.467543
3.322,0.077052,0.111619,97.841537,96.470015
3.324,0.075445,0.114184,97.85301,96.484344
3.326,0.074638,0.114902,97.866335,96.505473
3.328,0.073532,0.113359,97.879215,96.526948
3.33,0.072482,0.109869,97.890836,96.545384
3.332,0.069523,0.105146,97.899406,96.554464
3.334,0.065356,0.099823,97.904281,96.552313
3.336,0.061765,0.096079,97.909189,96.548916
3.338,0.059325,0.095476,97.915304,96.547872
3.34,0.058739,0.098759,97.92472,96.554844
3.342,0.061363,0.108134,97.940611,96.577999
3.344,0.064935,0.118461,97.957673,96.604589
3.346,0.070042,0.128659,97.975095,96.631451
3.348,0.074268,0.135795,97.989878,96.651063
3.35,0.076251,0.136666,97.998579,96.655081
3.352,0.076485,0.132795,98.002771,96.648696
3.354,0.074319,0.12754,98.005309,96.640629
3.356,0.069891,0.12095,98.00731,96.634004
3.358,0.064334,0.118235,98.012699,96.639928
3.36,0.057214,0.119141,98.021819,96.660827
3.362,0.050804,0.121931,98.031078,96.682517
3.364,0.044774,0.126873,98.039799,96.704889
3.366,0.040574,0.130656,98.045557,96.717422
3.368,0.038214,0.133014,98.046185,96.714651
3.37,0.03815,0.134184,98.04506,96.70469
3.372,0.040736,0.134151,98.04493,96.695486
3.374,0.045533,0.133457,98.046109,96.68894
3.376,0.051921,0.132422,98.05364,96.69836
3.378,0.059588,0.131705,98.065452,96.71971
3.38,0.065663,0.131607,98.077607,96.743241
3.382,0.069758,0.131691,98.089525,96.767346
3.384,0.070287,0.133043,98.097037,96.782698
3.386,0.066938,0.13567,98.099079,96.785921
3.388,0.062367,0.138457,98.098881,96.784108
3.39,0.058469,0.141767,98.09749,96.782511
3.392,0.056773,0.144774,98.096758,96.782657
3.394,0.060295,0.146844,98.100608,96.794869
3.396,0.066585,0.1483,98.105938,96.811552
3.398,0.07361,0.149191,98.11162,96.828128
3.4,0.079957,0.149518,98.115971,96.841279
3.402,0.082957,0.150128,98.116993,96.844294
3.404,0.081666,0.150797,98.113929,96.835274
3.406,0.078188,0.151062,98.111719,96.824613
3.408,0.072901,0.151721,98.110439,96.813267
3.41,0.068332,0.152232,98.113492,96.809156
3.412,0.065477,0.152243,98.124105,96.818493
3.414,0.065194,0.153226,98.138569,96.836327
3.416,0.067027,0.156184,98.154902,96.857638
3.418,0.07138,0.160917,98.171218,96.87974
3.42,0.076765,0.168353,98.183569,96.894982
3.422,0.083944,0.178856,98.190198,96.901716
3.424,0.091127,0.187839,98.195383,96.90637
3.426,0.097831,0.195503,98.198563,96.909633
3.428,0.103724,0.19978,98.202757,96.916374
3.43,0.107522,0.198626,98.209532,96.930254
3.432,0.109987,0.193736,98.217736,96.947559
3.434,0.109163,0.187534,98.224067,96.96191
3.436,0.106227,0.179685,98.229598,96.974429
3.438,0.100655,0.174151,98.23063,96.977446
3.44,0.092967,0.170481,98.227638,96.971395
3.442,0.085965,0.16931,98.224265,96.963818
3.444,0.081668,0.170119,98.222308,96.960944
3.446,0.08019,0.172966,98.223337,96.963257
3.448,0.084906,0.176436,98.230894,96.981592
3.45,0.093163,0.180871,98.242408,97.007884
3.452,0.102127,0.185328,98.253677,97.033984
3.454,0.110523,0.188844,98.263384,97.055661
3.456,0.115613,0.191762,98.268488,97.065622
3.458,0.115419,0.192705,98.26581,97.057786
3.46,0.112199,0.193028,98.260668,97.043349
3.462,0.10742,0.193023,98.255451,97.027216
3.464,0.102138,0.19306,98.25242,97.015774
3.466,0.098954,0.194011,98.256578,97.0183
3.468,0.097918,0.195877,98.266539,97.03372
3.47,0.099467,0.197821,98.277155,97.051501
3.472,0.103902,0.200065,98.287441,97.070477
3.474,0.110232,0.201646,98.292696,97.081461
3.476,0.118638,0.202194,98.289751,97.076682
3.478,0.127862,0.202471,98.282084,97.063901
3.48,0.13635,0.203368,98.274038,97.050108
3.482,0.143363,0.205762,98.265929,97.037091
3.484,0.147645,0.209356,98.263627,97.03536
3.486,0.148335,0.216144,98.269133,97.048792
3.488,0.146823,0.222877,98.27781,97.067194
3.49,0.143466,0.228569,98.287395,97.087984
3.492,0.139348,0.232731,98.296026,97.106999
3.494,0.136261,0.23275,98.298661,97.11451
3.496,0.134545,0.229489,98.295605,97.111226
3.498,0.133862,0.22524,98.291189,97.106291
3.5,0.134199,0.220507,98.286435,97.100498
3.502,0.135227,0.217278,98.284049,97.10004
3.504,0.136275,0.217563,98.287624,97.111115
3.506,0.137463,0.220378,98.295108,97.130216
3.508,0.139903,0.223603,98.302526,97.148459
3.51,0.143425,0.227349,98.309315,97.166034
3.512,0.147948,0.229843,98.312996,97.176643
3.514,0.153477,0.229969,98.311079,97.175412
3.516,0.159698,0.228953,98.306611,97.168949
3.518,0.164971,0.229038,98.30375,97.163753
3.52,0.169197,0.229734,98.302477,97.16029
3.522,0.171498,0.233216,98.306866,97.166404
3.524,0.171991,0.239307,98.317265,97.183837
3.526,0.170956,0.246819,98.329365,97.203317
3.528,0.169522,0.254819,98.340774,97.221203
3.53,0.168115,0.262263,98.349174,97.233557
3.532,0.167419,0.26787,98.351084,97.233318
3.534,0.167933,0.271165,98.345847,97.22031
3.536,0.169669,0.273111,98.338607,97.205499
3.538,0.172694,0.272946,98.329377,97.190352
3.54,0.176627,0.272247,98.322198,97.182154
3.542,0.181808,0.270382,98.319829,97.188183
3.544,0.187205,0.268545,98.322217,97.206552
3.546,0.191669,0.267075,98.326229,97.226049
3.548,0.195618,0.266403,98.332708,97.248221
3.55,0.197676,0.266703,98.337793,97.262762
3.552,0.197251,0.2684,98.340079,97.264872
3.554,0.195245,0.271281,98.3403,97.2571
3.556,0.191861,0.273689,98.340972,97.249641
3.558,0.187673,0.275595,98.340677,97.240645
3.56,0.183461,0.276179,98.342151,97.240491
3.562,0.18043,0.274588,98.346179,97.252883
3.564,0.178054,0.271671,98.351033,97.273462
3.566,0.178336,0.268945,98.355311,97.292622
3.568,0.180667,0.266596,98.358336,97.311829
3.57,0.185301,0.266156,98.359046,97.321542
3.572,0.192672,0.268722,98.355742,97.318432
3.574,0.201496,0.273176,98.350474,97.306715
3.576,0.209649,0.277898,98.345532,97.296005
3.578,0.217291,0.283528,98.341021,97.28499
3.58,0.222231,0.288049,98.339291,97.282356
3.582,0.224014,0.291119,98.3416,97.292138
3.584,0.22366,0.29315,98.346206,97.30763
3.586,0.221865,0.29481,98.349764,97.322532
3.588,0.219094,0.295968,98.352363,97.336465
3.59,0.216589,0.297313,98.351624,97.34205
3.592,0.215898,0.29912,98.345408,97.334834
3.594,0.215457,0.30149,98.338229,97.323354
3.596,0.216422,0.303917,98.332574,97.310341
3.598,0.218459,0.307245,98.329307,97.299325
3.6,0.220821,0.310243,98.331234,97.29541
3.602,0.223465,0.313508,98.341821,97.304645
3.604,0.226512,0.316363,98.35354,97.316652
3.606,0.229732,0.318395,98.364441,97.330633
3.608,0.232661,0.318953,98.371583,97.342515
3.61,0.235589,0.318613,98.371824,97.348069
3.612,0.238369,0.31576,98.359947,97.341037
3.614,0.240684,0.312837,98.344969,97.331348
3.616,0.242463,0.310066,98.32935,97.3206
3.618,0.243791,0.308195,98.314738,97.310846
3.62,0.244956,0.308113,98.30789,97.308998
3.622,0.246097,0.311157,98.311703,97.318319
3.624,0.246883,0.315561,98.321491,97.332499
3.626,0.248058,0.320567,98.333039,97.345898
3.628,0.249459,0.326471,98.347051,97.359841
3.63,0.251257,0.33079,98.355827,97.365397
3.632,0.253566,0.334037,98.358392,97.361108
3.634,0.256313,0.335941,98.355795,97.350416
3.636,0.25857,0.337428,98.352142,97.340705
3.638,0.261393,0.338072,98.346184,97.330163
3.64,0.263706,0.338621,98.342338,97.326824
3.642,0.265423,0.339694,98.342814,97.33384
3.644,0.266829,0.341162,98.345513,97.347979
3.646,0.268395,0.342457,98.347882,97.361847
3.648,0.269811,0.344206,98.350228,97.375168
3.65,0.271528,0.345914,98.350901,97.384148
3.652,0.273543,0.347955,98.346754,97.381477
3.654,0.275924,0.349759,98.340109,97.372426
3.656,0.278511,0.35088,98.3335,97.362033
3.658,0.280869,0.35136,98.328284,97.353447
3.66,0.283481,0.351412,98.324706,97.347656
3.662,0.285246,0.34984,98.326744,97.354026
3.664,0.286978,0.347229,98.332222,97.367882
3.666,0.288186,0.344939,98.339003,97.383758
3.668,0.28932,0.343235,98.345568,97.399807
3.67,0.290401,0.342109,98.351148,97.412827
3.672,0.290942,0.342871,98.352225,97.416707
3.674,0.291503,0.345556,98.348946,97.411338
3.676,0.292306,0.348352,98.344997,97.403535
3.678,0.293484,0.351639,98.340641,97.393704
3.68,0.294921,0.354614,98.337811,97.38605
3.682,0.296931,0.356353,98.338549,97.384471
3.684,0.299757,0.356747,98.345219,97.393123
3.686,0.302553,0.355887,98.352984,97.404355
3.688,0.304273,0.354235,98.361058,97.417267
3.69,0.305175,0.351761,98.368725,97.430598
3.692,0.304404,0.348966,98.372689,97.43883
3.694,0.301577,0.346169,98.371356,97.43972
3.696,0.298317,0.343684,98.36705,97.436564
3.698,0.295885,0.343292,98.363214,97.433514
3.7,0.293953,0.344038,98.358475,97.42928
3.702,0.295128,0.347174,98.356545,97.429051
3.704,0.299678,0.352289,98.358805,97.434724
3.706,0.308196,0.3602,98.365321,97.445987
3.708,0.315763,0.367182,98.37166,97.457308
3.71,0.323395,0.373713,98.378047,97.467935
3.712,0.329693,0.378488,98.383394,97.476699
3.714,0.331551,0.379544,98.38321,97.477904
3.716,0.329358,0.37779,98.379004,97.473077
3.718,0.325636,0.373964,98.373072,97.465684
3.72,0.322354,0.370126,98.367584,97.460708
3.722,0.319205,0.365862,98.362134,97.456196
3.724,0.31943,0.363892,98.360123,97.458848
3.726,0.323729,0.364869,98.362757,97.47008
3.728,0.330858,0.367748,98.36764,97.486301
3.73,0.338155,0.371651,98.373157,97.502507
3.732,0.345369,0.376042,98.378151,97.517295
3.734,0.351121,0.380466,98.382095,97.529185
3.736,0.351978,0.383176,98.380786,97.52987
3.738,0.350195,0.385057,98.376844,97.525211
3.74,0.3474,0.386155,98.371546,97.518734
3.742,0.343766,0.386417,98.366608,97.512802
3.744,0.340549,0.386819,98.362605,97.509337
3.746,0.339847,0.387131,98.361681,97.51325
3.748,0.342731,0.388267,98.365144,97.527114
3.75,0.34619,0.389353,98.369457,97.542995
3.752,0.350585,0.390437,98.374115,97.560555
3.754,0.354791,0.391526,98.378411,97.576332
3.756,0.357353,0.392395,98.38039,97.586955
3.758,0.357427,0.392915,98.377961,97.587178
3.76,0.355417,0.392933,98.373232,97.581689
3.762,0.35349,0.392619,98.368922,97.574765
3.764,0.35146,0.391577,98.365213,97.566286
3.766,0.350571,0.390529,98.363396,97.560311
3.768,0.351841,0.389017,98.365661,97.560346
3.77,0.3556,0.387201,98.373421,97.568839
3.772,0.360144,0.385731,98.381906,97.578763
3.774,0.364619,0.38515,98.390557,97.589711
3.776,0.369585,0.385087,98.399326,97.601569
3.778,0.372438,0.386558,98.404524,97.608071
3.78,0.373006,0.388997,98.404912,97.608667
3.782,0.371657,0.393007,98.401882,97.60466
3.784,0.370564,0.39634,98.398619,97.601408
3.786,0.369471,0.400124,98.394283,97.5981
3.788,0.368922,0.403353,98.39046,97.596892
3.79,0.370638,0.404612,98.390531,97.603296
3.792,0.374192,0.404779,98.393961,97.615231
3.794,0.378465,0.403706,98.398717,97.630303
3.796,0.382192,0.402118,98.403428,97.643725
3.798,0.385746,0.400114,98.409017,97.65733
3.8,0.387766,0.398649,98.412502,97.666662
3.802,0.386717,0.397941,98.412161,97.667903
3.804,0.384114,0.397462,98.41008,97.664419
3.806,0.380902,0.397688,98.407395,97.659778
3.808,0.378132,0.398235,98.405151,97.656364
3.81,0.375628,0.398871,98.403256,97.653695
3.812,0.37538,0.399651,98.404358,97.658046
3.814,0.377842,0.400604,98.408388,97.66881
3.816,0.381814,0.401653,98.413438,97.682675
3.818,0.386888,0.402678,98.418918,97.696574
3.82,0.39261,0.404198,98.424053,97.708624
3.822,0.398208,0.405942,98.427939,97.717805
3.824,0.402652,0.408423,98.428761,97.717857
3.826,0.406138,0.411463,98.427145,97.71152
3.828,0.408743,0.413757,98.425062,97.704227
3.83,0.4105,0.416234,98.422564,97.696123
3.832,0.411794,0.417676,98.420666,97.69049
3.834,0.412583,0.418441,98.420772,97.689778
3.836,0.413146,0.417988,98.423735,97.699302
3.838,0.413288,0.41658,98.428588,97.713349
3.84,0.413831,0.415234,98.434103,97.72829
3.842,0.414342,0.413726,98.440229,97.744721
3.844,0.41505,0.412665,98.445774,97.758657
3.846,0.416072,0.412349,98.449864,97.766582
3.848,0.418095,0.412903,98.451865,97.766461
3.85,0.419937,0.414178,98.452623,97.763429
3.852,0.421471,0.41573,98.453138,97.760894
3.854,0.422545,0.417798,98.452623,97.757539
3.856,0.422853,0.419373,98.452533,97.758224
3.858,0.422302,0.42037,98.453881,97.765968
3.86,0.420249,0.420899,98.456037,97.781213
3.862,0.418456,0.421156,98.458341,97.797451
3.864,0.416938,0.42114,98.460787,97.812747
3.866,0.416097,0.420628,98.463778,97.827773
3.868,0.416623,0.420146,98.465775,97.836693
3.87,0.418516,0.419223,98.46727,97.837792
3.872,0.422107,0.418733,98.467879,97.832075
3.874,0.425401,0.417959,98.468896,97.825073
3.876,0.428433,0.41693,98.470325,97.819431
3.878,0.430817,0.416036,98.471518,97.814239
3.88,0.43132,0.415296,98.474069,97.815776
3.882,0.429519,0.414268,98.477962,97.825702
3.884,0.426281,0.412848,98.482518,97.841209
3.886,0.42218,0.411893,98.487124,97.857752
3.888,0.418144,0.41048,98.490858,97.873496
3.89,0.413747,0.408979,98.494662,97.88821
3.892,0.410924,0.407232,98.496421,97.896097
3.894,0.409719,0.405193,98.496998,97.895904
3.896,0.409742,0.403653,98.497073,97.892214
3.898,0.410855,0.402517,98.497761,97.887054
3.9,0.413656,0.402773,98.499503,97.882739
3.902,0.416779,0.403778,98.502166,97.880025
3.904,0.420811,0.406202,98.507988,97.884001
3.906,0.425175,0.410657,98.517171,97.89568
3.908,0.429222,0.415124,98.52668,97.909618
3.91,0.433065,0.41912,98.53621,97.92414
3.912,0.436609,0.422858,98.545183,97.938485
3.914,0.438782,0.425414,98.551864,97.949299
3.916,0.440049,0.425454,98.555818,97.954456
3.918,0.440257,0.423065,98.555307,97.951155
3.92,0.439846,0.420052,98.553867,97.946992
3.922,0.438857,0.416,98.55277,97.942831
3.924,0.437839,0.411696,98.551545,97.938186
3.926,0.43719,0.408077,98.552815,97.938212
3.928,0.437242,0.405672,98.557053,97.944549
3.93,0.438617,0.405048,98.56616,97.959212
3.932,0.44031,0.405378,98.57583,97.975376
3.934,0.442224,0.406346,98.584765,97.990748
3.936,0.444712,0.408839,98.593543,98.006801
3.938,0.446958,0.4113,98.599612,98.018051
3.94,0.448539,0.413759,98.60083,98.022454
3.942,0.449536,0.416157,98.597748,98.01844
3.944,0.450542,0.418119,98.592866,98.012484
3.946,0.451204,0.419762,98.589164,98.007385
3.948,0.451688,0.42121,98.584936,98.001204
3.95,0.452038,0.422084,98.5834,97.999207
3.952,0.452522,0.422331,98.587105,98.005104
3.954,0.453168,0.421952,98.59518,98.018024
3.956,0.453197,0.421,98.605275,98.033965
3.958,0.452876,0.419865,98.614485,98.048817
3.96,0.451879,0.418379,98.623841,98.06418
3.962,0.450477,0.41692,98.631361,98.076771
3.964,0.447477,0.415463,98.632319,98.080516
3.966,0.443817,0.414007,98.629734,98.07875
3.968,0.440239,0.412531,98.624706,98.073478
3.97,0.437318,0.411523,98.61986,98.068634
3.972,0.435117,0.410521,98.615921,98.064796
3.974,0.434076,0.410076,98.613197,98.062718
3.976,0.43545,0.40972,98.616709,98.068663
3.978,0.438812,0.409746,98.624902,98.081278
3.98,0.442876,0.410126,98.635022,98.097144
3.982,0.446684,0.409825,98.646477,98.113318
3.984,0.450041,0.409339,98.657644,98.128803
3.986,0.452328,0.408342,98.667944,98.142417
3.988,0.452316,0.406548,98.67394,98.149678
3.99,0.449077,0.404129,98.675158,98.148912
3.992,0.445205,0.401327,98.674781,98.145706
3.994,0.441293,0.399048,98.673274,98.141319
3.996,0.437266,0.397992,98.671463,98.136766
3.998,0.434438,0.397783,98.670521,98.133955
4,0.434112,0.399017,98.672103,98.135757
4.002,0.437168,0.402898,98.678087,98.145776
4.004,0.441708,0.40721,98.685987,98.158644
4.006,0.446434,0.411491,98.69407,98.170933
4.008,0.451997,0.415773,98.702554,98.184106
4.01,0.456992,0.418541,98.710413,98.194545
4.012,0.459847,0.419695,98.715783,98.199636
4.014,0.460032,0.417434,98.717841,98.197181
4.016,0.45784,0.413269,98.717148,98.189043
4.018,0.455442,0.409025,98.716214,98.181466
4.02,0.452123,0.40446,98.714935,98.173659
4.022,0.447976,0.39934,98.71341,98.166593
4.024,0.445327,0.396468,98.713935,98.165325
4.026,0.443564,0.395607,98.716855,98.171224
4.028,0.443765,0.396834,98.722371,98.184493
4.03,0.444208,0.399234,98.728536,98.199263
4.032,0.445345,0.402044,98.73464,98.212926
4.034,0.447192,0.405721,98.740727,98.227307
4.036,0.448892,0.409232,98.745963,98.237703
4.038,0.449798,0.411159,98.748224,98.239485
4.04,0.450456,0.411937,98.748163,98.234306
4.042,0.450515,0.411987,98.747266,98.225183
4.044,0.450463,0.411935,98.746847,98.217344
4.046,0.449992,0.411444,98.746812,98.21012
4.048,0.449276,0.41095,98.747365,98.203826
4.05,0.448311,0.410801,98.751214,98.20661
4.052,0.447795,0.411667,98.757686,98.217134
4.054,0.446841,0.41272,98.766199,98.232591
4.056,0.446124,0.413606,98.774881,98.249365
4.058,0.445362,0.413271,98.782936,98.264817
4.06,0.444823,0.412419,98.790447,98.279396
4.061999,0.443948,0.410851,98.795751,98.288899
4.064,0.443524,0.406962,98.796876,98.287738
4.066,0.44279,0.402342,98.795891,98.281392
4.068,0.442516,0.39723,98.7938,98.272128
4.07,0.442123,0.39216,98.791888,98.262424
4.072,0.442582,0.387537,98.790928,98.253779
4.074,0.443004,0.383269,98.79067,98.247317
4.076,0.443936,0.381022,98.794419,98.249048
4.077999,0.445371,0.380361,98.801715,98.258757
4.08,0.446338,0.380333,98.809956,98.271011
4.082,0.447664,0.381315,98.819191,98.284896
4.084,0.448414,0.382713,98.828726,98.299408
4.086,0.4489,0.384112,98.837505,98.312129
4.088,0.448712,0.385196,98.844187,98.320855
4.09,0.447831,0.385284,98.847214,98.321127
4.092,0.446064,0.38523,98.847671,98.317026
4.093999,0.444572,0.384786,98.8479,98.312568
4.096,0.442978,0.383852,98.846937,98.306519
4.098,0.441263,0.382771,98.845461,98.300556
4.1,0.44023,0.381869,98.845281,98.298264
4.102,0.439849,0.381048,98.846421,98.300633
4.104,0.440472,0.380966,98.850288,98.310142
4.106,0.441206,0.38071,98.854366,98.320949
4.108,0.441609,0.38044,98.858729,98.331248
4.109999,0.442463,0.379992,98.863258,98.342818
4.112,0.442464,0.37909,98.867736,98.352615
4.114,0.441485,0.377653,98.87102,98.356919
4.116,0.439629,0.375686,98.872437,98.356069
4.118,0.436851,0.373105,98.872732,98.350156
4.12,0.434129,0.371012,98.873368,98.344774
4.122,0.431835,0.37003,98.874277,98.340253
4.124,0.430067,0.369204,98.875284,98.335108
4.125999,0.429024,0.369543,98.87798,98.334262
4.128,0.42958,0.371277,98.882596,98.340032
4.13,0.432097,0.374334,98.889084,98.351714
4.132,0.435295,0.378696,98.897035,98.366722
4.134,0.438008,0.382347,98.904245,98.381084
4.136,0.440698,0.386329,98.910998,98.395009
4.138,0.443197,0.389695,98.918014,98.408719
4.14,0.44422,0.391583,98.923087,98.416691
4.141999,0.443025,0.39159,98.925464,98.41776
4.144,0.440898,0.390431,98.92614,98.41407
4.146,0.437433,0.388259,98.926169,98.407543
4.148,0.433897,0.385538,98.926672,98.401344
4.15,0.430087,0.382411,98.927519,98.394928
4.152,0.425938,0.379262,98.929025,98.38904
4.154,0.422932,0.376681,98.933316,98.389017
4.156,0.420996,0.374799,98.939667,98.394861
4.157999,0.419237,0.373842,98.947508,98.403529
4.16,0.418392,0.372956,98.955493,98.413672
4.162,0.41796,0.372181,98.963712,98.423845
4.164,0.417705,0.371583,98.971063,98.433611
4.166,0.417491,0.370973,98.977339,98.441254
4.168,0.417061,0.369951,98.980118,98.443445
4.17,0.416246,0.368243,98.980724,98.440818
4.172,0.41537,0.366488,98.979869,98.436448
4.173999,0.414377,0.364729,98.978029,98.43111
4.176,0.412576,0.363096,98.975949,98.425347
4.178,0.410827,0.361812,98.973967,98.420102
4.18,0.409107,0.360416,98.972369,98.416735
4.182,0.40701,0.360113,98.973479,98.418782
4.184,0.405217,0.359738,98.975692,98.423912
4.186,0.403069,0.359707,98.975665,98.427838
4.188,0.401411,0.359258,98.973243,98.43071
4.19,0.399981,0.358839,98.968336,98.43194
4.192,0.398585,0.358268,98.958569,98.429831
4.194,0.397736,0.356899,98.942858,98.422208
4.196,0.397161,0.354867,98.916759,98.404259
4.198,0.397094,0.351963,98.88207,98.379193
4.2,0.397518,0.348508,98.843544,98.353624
4.202,0.398524,0.344614,98.79793,98.32619
4.204,0.400837,0.340605,98.742516,98.294647
4.206,0.403547,0.336553,98.684944,98.269923
4.208,0.407171,0.333243,98.629848,98.257533
4.21,0.412358,0.331608,98.581439,98.26791
4.212,0.418327,0.331443,98.538791,98.296699
4.214,0.42435,0.332197,98.496264,98.331512
4.216,0.430383,0.33481,98.457076,98.375397
4.218,0.436746,0.339327,98.426119,98.43453
4.22,0.441919,0.344855,98.387636,98.485186
4.222,0.444981,0.350063,98.332714,98.511701
4.224,0.44545,0.356367,98.255672,98.506423
4.226,0.44246,0.362873,98.162066,98.474115
4.228,0.435632,0.366917,98.069818,98.439511
4.23,0.424644,0.368882,97.990386,98.407501
4.232,0.407751,0.366805,97.929015,98.370454
4.234,0.390034,0.36131,97.915872,98.371401
4.236,0.374803,0.352361,97.984668,98.454914
4.238,0.362978,0.342638,98.094078,98.570369
4.24,0.355796,0.333228,98.222364,98.693113
4.242,0.353164,0.324789,98.336472,98.784714
4.244,0.354485,0.318039,98.427183,98.838165
4.246,0.357621,0.312667,98.50266,98.871316
4.248,0.362534,0.309121,98.558478,98.87588
4.25,0.368444,0.306591,98.587373,98.834431
4.252,0.374792,0.304959,98.600237,98.769948
4.254,0.381069,0.303766,98.604491,98.699014
4.256,0.386581,0.303311,98.601294,98.628576
4.258,0.390976,0.303968,98.592605,98.566165
4.26,0.395012,0.305032,98.57987,98.508691
4.262,0.398035,0.306502,98.56548,98.464141
4.264,0.39968,0.309131,98.552424,98.455898
4.266,0.399152,0.31243,98.540624,98.476285
4.268,0.397541,0.31618,98.528105,98.512694
