WAVELENGTH,AR-AR-T-00AOI,AR-AR-T-30AOI,AR-AR-T-45AOI,AR-AR-T-55AOI,DLC-AR-T-00AOI,DLC-AR-T-00AOI,DLC-AR-T-00AOI,DLC-AR-T-00AOI,AR-R-00AOI,AR-R-30AOI,DLC-R-00AOI
8.504,99.227688,93.762925,90.75753,86.355393,94.334577,91.771568,90.029214,86.276519,0.034862,0.033277,2.56534
8.506,99.2335,93.761592,90.755584,86.353525,94.346677,91.781441,90.037171,86.282638,0.034141,0.03361,2.560218
8.507999,99.23934,93.760339,90.753695,86.35171,94.358854,91.791415,90.045195,86.288865,0.033507,0.03399,2.555206
8.51,99.244918,93.759089,90.751807,86.349889,94.371053,91.8014,90.053223,86.295132,0.032962,0.034407,2.550207
8.512,99.250125,93.757763,90.749861,86.348,94.38322,91.811311,90.06119,86.301374,0.032525,0.034852,2.545206
8.513999,99.255188,93.756282,90.747801,86.345984,94.395301,91.821059,90.069035,86.307524,0.032221,0.035316,2.540302
8.516,99.259788,93.754569,90.745569,86.343781,94.407242,91.830559,90.076693,86.313517,0.031958,0.03579,2.535297
8.518,99.263566,93.752547,90.74311,86.341331,94.418989,91.839723,90.084103,86.319287,0.031641,0.036266,2.529977
8.52,99.266406,93.750264,90.740454,86.338677,94.430568,91.848609,90.091312,86.324872,0.031234,0.03675,2.524267
8.522,99.268499,93.747794,90.737654,86.335877,94.442029,91.8573,90.098382,86.330336,0.030791,0.037253,2.518285
8.524,99.26999,93.745133,90.734711,86.332923,94.453375,91.865788,90.105302,86.335676,0.03036,0.037771,2.512126
8.526,99.271018,93.742274,90.731625,86.329806,94.464609,91.874064,90.112058,86.340888,0.029984,0.038302,2.505881
8.528,99.2716,93.739212,90.728396,86.326516,94.475734,91.882119,90.118641,86.34597,0.029659,0.038842,2.499551
8.53,99.271604,93.73594,90.725024,86.323046,94.486754,91.889946,90.125038,86.35092,0.029358,0.039388,2.493064
8.532,99.270887,93.732455,90.72151,86.319387,94.497672,91.897534,90.131237,86.355734,0.029057,0.039937,2.48635
8.533999,99.269275,93.728708,90.717824,86.315496,94.508467,91.904828,90.137191,86.360384,0.028729,0.040502,2.479335
8.536,99.26681,93.724646,90.713925,86.311327,94.519111,91.911763,90.142854,86.364836,0.028382,0.041101,2.472044
8.538,99.263818,93.720334,90.709856,86.306941,94.52963,91.91842,90.148291,86.369131,0.028063,0.041718,2.464595
8.539999,99.260621,93.715841,90.705661,86.3024,94.540054,91.924881,90.153571,86.37331,0.027818,0.042336,2.457103
8.542,99.257026,93.711234,90.701385,86.297766,94.550413,91.931228,90.158761,86.377413,0.027684,0.042937,2.449544
8.544,99.253091,93.706581,90.697072,86.293102,94.560736,91.937546,90.16393,86.381484,0.027612,0.043503,2.4419
8.545999,99.249193,93.701951,90.692767,86.288468,94.571053,91.943916,90.169145,86.385561,0.027531,0.044017,2.434217
8.548,99.245658,93.697386,90.688498,86.283907,94.581383,91.950393,90.174453,86.389676,0.027381,0.044464,2.426535
8.55,99.242383,93.692786,90.684203,86.279332,94.591678,91.95687,90.179774,86.393776,0.02718,0.044861,2.418834
8.552,99.239219,93.688136,90.679871,86.274728,94.601934,91.963323,90.185084,86.397849,0.026957,0.045217,2.411108
8.554,99.236049,93.683447,90.675506,86.270097,94.612157,91.969751,90.190376,86.401891,0.026736,0.045537,2.403357
8.556,99.232851,93.678727,90.671111,86.265444,94.622353,91.976155,90.195646,86.4059,0.02652,0.045827,2.395588
8.558,99.229685,93.673984,90.666688,86.26077,94.632528,91.982534,90.200886,86.409872,0.026295,0.046094,2.387804
8.56,99.226464,93.669227,90.662241,86.256079,94.642688,91.988889,90.206093,86.413806,0.026085,0.046343,2.37998
8.562,99.223089,93.664462,90.657769,86.25137,94.652837,91.995217,90.211256,86.417695,0.025913,0.046581,2.372093
8.564,99.219384,93.659583,90.653187,86.246555,94.662932,92.001407,90.216299,86.421482,0.025789,0.046821,2.364108
8.565999,99.215552,93.654589,90.648498,86.241637,94.672971,92.007466,90.22123,86.425174,0.025694,0.047057,2.356067
8.568,99.211941,93.649556,90.643766,86.236681,94.682984,92.013479,90.226114,86.428816,0.025606,0.047277,2.34804
8.57,99.208778,93.64456,90.639055,86.231756,94.692999,92.019529,90.231013,86.432455,0.025508,0.047464,2.34006
8.571999,99.205744,93.639675,90.634427,86.226926,94.703045,92.0257,90.235993,86.436136,0.02542,0.047605,2.332033
8.574,99.20314,93.634975,90.629947,86.22226,94.713152,92.032076,90.241115,86.439907,0.025326,0.047685,2.324084
8.576,99.201382,93.630537,90.625678,86.217821,94.723347,92.03874,90.246443,86.443813,0.025201,0.047691,2.316375
8.577999,99.200733,93.626367,90.621633,86.213623,94.733636,92.045713,90.251989,86.447865,0.025029,0.047616,2.309011
8.58,99.200985,93.622373,90.617741,86.209588,94.743988,92.052905,90.257679,86.452013,0.02482,0.047475,2.301913
8.582,99.201927,93.618546,90.613987,86.205702,94.754394,92.06029,90.2635,86.456242,0.024596,0.047275,2.294988
8.584,99.203356,93.61488,90.610355,86.201955,94.764849,92.067847,90.269441,86.460543,0.024382,0.047021,2.288144
8.586,99.205264,93.611369,90.606832,86.198334,94.775348,92.07555,90.27549,86.464904,0.024175,0.046718,2.281373
8.588,99.20773,93.608008,90.603403,86.194828,94.785884,92.083379,90.281635,86.469312,0.023968,0.046373,2.274716
8.59,99.210778,93.604791,90.600053,86.191425,94.796453,92.091308,90.287865,86.473756,0.023761,0.045992,2.268195
8.592,99.21446,93.601727,90.59678,86.188127,94.807061,92.09934,90.294187,86.478239,0.023551,0.045571,2.261838
8.594,99.218898,93.598902,90.593641,86.185004,94.817783,92.107597,90.300701,86.48283,0.023329,0.045064,2.255665
8.596,99.223851,93.596281,90.590622,86.182033,94.82859,92.116044,90.307373,86.487507,0.023113,0.044487,2.249619
8.597999,99.229024,93.593808,90.587695,86.179175,94.839433,92.124612,90.314139,86.49223,0.022924,0.043868,2.243632
8.6,99.234338,93.591425,90.584832,86.176391,94.850265,92.133234,90.320936,86.496961,0.022789,0.043237,2.237684
8.602,99.23999,93.589077,90.582004,86.173639,94.861037,92.141841,90.327704,86.501658,0.022703,0.04262,2.231822
8.603999,99.245703,93.586706,90.579183,86.170882,94.871701,92.150365,90.334379,86.506283,0.02262,0.042047,2.225982
8.606,99.251185,93.584257,90.576341,86.168079,94.88221,92.15874,90.340899,86.510797,0.022495,0.041545,2.220096
8.608,99.256387,93.581767,90.573499,86.165265,94.892598,92.167017,90.347301,86.515233,0.022301,0.041095,2.214147
8.609999,99.261439,93.579289,90.570682,86.162478,94.902907,92.17526,90.35364,86.519631,0.022073,0.040668,2.208169
8.612,99.266389,93.57682,90.567889,86.15971,94.913137,92.183461,90.359919,86.523981,0.021856,0.040268,2.202186
8.614,99.271267,93.574357,90.565116,86.156951,94.923284,92.191611,90.366142,86.528276,0.021692,0.039897,2.196216
8.616,99.276005,93.571899,90.562361,86.154195,94.933346,92.199703,90.372311,86.532507,0.021591,0.039559,2.190254
8.618,99.280671,93.56944,90.559621,86.151431,94.943319,92.207727,90.378429,86.536665,0.021512,0.039257,2.184294
8.62,99.285379,93.56698,90.556892,86.148652,94.953202,92.215676,90.384498,86.540743,0.02141,0.038992,2.178338
8.622,99.290288,93.564548,90.554199,86.14588,94.963012,92.223583,90.390553,86.544757,0.021245,0.038755,2.172394
8.624,99.295448,93.562224,90.551603,86.143184,94.972799,92.231548,90.396663,86.548769,0.021027,0.038516,2.166475
8.626,99.300503,93.559953,90.549065,86.140523,94.982531,92.23951,90.402775,86.552745,0.0208,0.038293,2.16054
8.628,99.305076,93.557672,90.546532,86.137848,94.992169,92.247392,90.408824,86.556642,0.020609,0.038109,2.154545
8.629999,99.309219,93.555317,90.543955,86.135109,95.001674,92.255121,90.414748,86.56042,0.020476,0.037985,2.148539
8.632,99.313073,93.552824,90.541285,86.132255,95.011008,92.262621,90.420482,86.564036,0.020378,0.037944,2.142527
8.634,99.316221,93.55013,90.538471,86.129238,95.020132,92.269819,90.425963,86.567451,0.020291,0.038008,2.136356
8.635999,99.318248,93.547174,90.535466,86.126009,95.029009,92.276642,90.431129,86.570623,0.020195,0.038197,2.129872
8.638,99.319053,93.543971,90.532275,86.122582,95.037645,92.283121,90.436001,86.573559,0.02008,0.038499,2.123035
8.64,99.318916,93.540569,90.528938,86.118994,95.046071,92.289312,90.440626,86.57629,0.019964,0.038896,2.115951
8.641999,99.318126,93.537002,90.525484,86.115271,95.05431,92.295245,90.445036,86.578842,0.019869,0.039384,2.10873
8.644,99.316911,93.533304,90.521944,86.111438,95.062382,92.300951,90.44926,86.58124,0.019817,0.039957,2.101465
8.646,99.315114,93.529507,90.518348,86.107519,95.070311,92.30646,90.453329,86.583508,0.019808,0.040608,2.09411
8.648,99.312765,93.525644,90.514727,86.10354,95.078119,92.311803,90.457274,86.585672,0.019822,0.041333,2.086649
8.65,99.309953,93.521748,90.511111,86.099525,95.085827,92.317011,90.461124,86.587756,0.019835,0.042126,2.079083
8.652,99.306669,93.517803,90.507489,86.095453,95.093415,92.32206,90.464863,86.589745,0.01983,0.043013,2.071387
8.654,99.302826,93.513719,90.503786,86.091244,95.100805,92.326857,90.468405,86.591567,0.019814,0.044046,2.063546
8.656,99.29863,93.509532,90.500028,86.086936,95.108037,92.331445,90.471785,86.593252,0.019809,0.045186,2.055642
8.658,99.294299,93.505281,90.496246,86.082572,95.115154,92.335872,90.475044,86.594837,0.019836,0.04639,2.047763
8.66,99.289801,93.501009,90.492469,86.078197,95.122199,92.340189,90.478224,86.596356,0.0199,0.047614,2.039928
8.661999,99.285072,93.496755,90.488726,86.073854,95.129217,92.344444,90.481365,86.597845,0.019991,0.048815,2.032096
8.664,99.280284,93.492561,90.485048,86.069586,95.13625,92.348686,90.484507,86.59934,0.02011,0.049949,2.024268
8.666,99.275603,93.488462,90.481461,86.065431,95.143338,92.352959,90.487688,86.600871,0.020255,0.050976,2.016443
8.667999,99.270975,93.484386,90.47792,86.061331,95.150421,92.35719,90.490842,86.602393,0.020428,0.051941,2.008596
8.67,99.266376,93.480312,90.474407,86.05726,95.157473,92.361352,90.493947,86.603883,0.020627,0.052872,2.000752
8.672,99.261849,93.476261,90.470934,86.053229,95.164506,92.365459,90.49702,86.60535,0.020854,0.053769,1.992954
8.673999,99.257435,93.472255,90.46751,86.049247,95.17153,92.36953,90.500076,86.606802,0.02111,0.054631,1.985244
8.676,99.253136,93.468315,90.464148,86.045327,95.178557,92.37358,90.503132,86.608247,0.021405,0.05546,1.977623
8.678,99.248909,93.464462,90.460856,86.041478,95.185596,92.377625,90.506204,86.609694,0.021722,0.056254,1.970049
8.68,99.244711,93.460719,90.457647,86.037712,95.192658,92.381681,90.509307,86.611149,0.022039,0.057015,1.96248
8.682,99.240444,93.457058,90.454497,86.033999,95.199713,92.385715,90.512415,86.612587,0.022338,0.057765,1.954861
8.684,99.23607,93.453392,90.451345,86.030265,95.206685,92.389634,90.515447,86.613938,0.022626,0.058549,1.947191
8.686,99.231854,93.449765,90.448227,86.026559,95.213623,92.393493,90.518448,86.615249,0.022923,0.059331,1.939575
8.687999,99.228073,93.446232,90.445186,86.022931,95.220583,92.397357,90.521473,86.616569,0.023252,0.060071,1.932119
8.69,99.224606,93.442845,90.442266,86.019437,95.22762,92.40129,90.524573,86.617951,0.023618,0.060728,1.924808
8.692,99.221374,93.439657,90.439507,86.016129,95.234791,92.405355,90.527803,86.619443,0.02401,0.061264,1.917601
8.693999,99.21884,93.436722,90.436953,86.01306,95.242151,92.409617,90.531216,86.621096,0.024429,0.061638,1.910605
8.696,99.217469,93.43409,90.434646,86.010281,95.249754,92.414136,90.534863,86.62296,0.024874,0.061812,1.903925
8.698,99.217454,93.431777,90.4326,86.007808,95.257609,92.418911,90.538754,86.62504,0.025346,0.061778,1.897622
8.699999,99.218436,93.429738,90.430782,86.005595,95.265671,92.42389,90.542847,86.627296,0.025845,0.061567,1.8916
8.702,99.21999,93.427929,90.429152,86.003599,95.273897,92.429034,90.5471,86.62969,0.026369,0.061213,1.885731
8.704,99.221749,93.426304,90.42767,86.001775,95.282244,92.434303,90.551469,86.632185,0.026922,0.060746,1.879903
8.706,99.223926,93.424819,90.426296,86.000076,95.290671,92.439657,90.555913,86.634744,0.027514,0.060199,1.874173
8.708,99.22651,93.423428,90.42499,85.998459,95.299135,92.445056,90.56039,86.637331,0.028129,0.059603,1.868549
8.71,99.229376,93.422087,90.423714,85.996879,95.307595,92.450462,90.564857,86.639908,0.028748,0.058989,1.863009
8.712,99.23245,93.420791,90.422462,85.995323,95.31604,92.455865,90.569309,86.642468,0.029353,0.058364,1.857551
8.714,99.235834,93.419658,90.421339,85.993891,95.324569,92.461356,90.573859,86.645098,0.029956,0.057647,1.852208
8.716,99.239446,93.418664,90.420323,85.99257,95.333167,92.466921,90.578482,86.647784,0.030558,0.056853,1.846926
8.718,99.243182,93.417766,90.419378,85.991333,95.341806,92.472535,90.58314,86.6505,0.031161,0.056008,1.841642
8.719999,99.247034,93.416923,90.418467,85.990155,95.350456,92.478171,90.587794,86.65322,0.03177,0.055139,1.836338
8.722,99.251079,93.416094,90.417554,85.989009,95.359089,92.483804,90.592405,86.655918,0.032387,0.054271,1.831053
8.724,99.255175,93.415236,90.416602,85.98787,95.367677,92.489407,90.596934,86.658567,0.032994,0.053431,1.825749
8.725999,99.259178,93.414308,90.415574,85.986711,95.37619,92.494954,90.601341,86.661143,0.033568,0.052644,1.820382
8.728,99.263088,93.413356,90.414508,85.985572,95.38467,92.50048,90.605664,86.663673,0.034096,0.051887,1.814966
8.73,99.26696,93.412439,90.41345,85.984494,95.39316,92.506022,90.609954,86.666193,0.034592,0.051129,1.809511
8.731999,99.270733,93.411529,90.412382,85.983449,95.401634,92.51156,90.614192,86.668688,0.035077,0.050378,1.803976
8.734,99.274346,93.410601,90.411287,85.982413,95.410066,92.517073,90.618361,86.671141,0.035571,0.049646,1.798319
8.736,99.277831,93.409629,90.410147,85.98136,95.41843,92.522539,90.622444,86.673538,0.036083,0.048942,1.792523
8.738,99.281186,93.408588,90.408943,85.980263,95.426701,92.52794,90.62642,86.675863,0.036597,0.048276,1.786621
8.74,99.284371,93.407452,90.407657,85.979097,95.434852,92.533254,90.630274,86.678101,0.037091,0.04766,1.780655
8.742,99.287367,93.406209,90.406284,85.97785,95.442871,92.538471,90.633999,86.680246,0.037548,0.047093,1.774671
8.744,99.290307,93.404966,90.404918,85.976625,95.45085,92.543683,90.637693,86.682378,0.037975,0.046495,1.768722
8.746,99.293042,93.403712,90.403544,85.975412,95.458782,92.548878,90.641342,86.684486,0.038375,0.045883,1.762711
8.748,99.295346,93.402396,90.402114,85.974163,95.466627,92.554013,90.644893,86.686528,0.038749,0.045301,1.756517
8.75,99.297104,93.400967,90.40058,85.972829,95.474343,92.559045,90.648297,86.688464,0.039093,0.044797,1.750059
8.751999,99.298582,93.399374,90.398893,85.971362,95.48189,92.563931,90.651502,86.690254,0.039399,0.044416,1.743442
8.754,99.299491,93.397567,90.397005,85.969714,95.489228,92.568628,90.654458,86.691856,0.039685,0.044203,1.736591
8.756,99.299467,93.395494,90.394868,85.967835,95.496315,92.573092,90.657114,86.69323,0.03997,0.044204,1.729407
8.757999,99.298179,93.393105,90.39243,85.965681,95.503115,92.577286,90.65942,86.694339,0.040278,0.044458,1.72179
8.76,99.295736,93.390401,90.389686,85.963258,95.509634,92.581224,90.661381,86.695194,0.040608,0.044947,1.713762
8.762,99.292538,93.387444,90.386701,85.960621,95.515917,92.584949,90.663057,86.695838,0.04092,0.045626,1.705463
8.763999,99.288992,93.384298,90.383539,85.957825,95.522011,92.588504,90.664509,86.696314,0.041173,0.046455,1.697035
8.766,99.285148,93.381026,90.380267,85.954927,95.52796,92.591933,90.665798,86.696664,0.041353,0.047388,1.68848
8.768,99.280786,93.377692,90.376951,85.951982,95.533811,92.595279,90.666984,86.696933,0.04148,0.048383,1.67972
8.77,99.276182,93.374358,90.373657,85.949046,95.539609,92.598584,90.668129,86.697163,0.041556,0.049397,1.670893
8.772,99.271617,93.371087,90.370449,85.946174,95.545399,92.601892,90.669292,86.697396,0.04158,0.050387,1.66214
8.774,99.267149,93.367815,90.367264,85.94332,95.551145,92.605169,90.670416,86.697591,0.041532,0.051384,1.65347
8.776,99.262641,93.364467,90.364027,85.940423,95.556796,92.608369,90.671432,86.697699,0.041423,0.052433,1.644825
8.778,99.258054,93.361069,90.360761,85.937494,95.562361,92.6115,90.672359,86.697735,0.041292,0.053529,1.636225
8.78,99.253347,93.357646,90.357487,85.934547,95.567852,92.614568,90.673219,86.697713,0.041181,0.054667,1.627687
8.782,99.248491,93.354222,90.354228,85.931594,95.573277,92.617581,90.67403,86.69765,0.041106,0.055842,1.619189
8.783999,99.243529,93.350823,90.351007,85.928648,95.578648,92.620548,90.674814,86.697559,0.041035,0.05705,1.610742
8.786,99.23852,93.347474,90.347846,85.92572,95.583974,92.623475,90.675589,86.697456,0.040929,0.058284,1.602385
8.788,99.23351,93.34419,90.344759,85.922817,95.58926,92.626364,90.676367,86.69735,0.040748,0.059544,1.594153
8.789999,99.228393,93.340874,90.341655,85.919859,95.594441,92.629156,90.677054,86.697182,0.040495,0.060868,1.585999
8.792,99.223259,93.337529,90.338539,85.916857,95.599525,92.631858,90.677656,86.696955,0.040191,0.062252,1.577954
8.794,99.218267,93.3342,90.335451,85.913852,95.604547,92.634505,90.67822,86.696696,0.039857,0.063673,1.570076
8.795999,99.213528,93.330932,90.332435,85.910887,95.609542,92.637132,90.678794,86.696432,0.039508,0.065108,1.562411
8.798,99.208886,93.327768,90.329532,85.908002,95.614544,92.639775,90.679425,86.69619,0.039123,0.066536,1.554913
8.8,99.204455,93.324754,90.326784,85.905241,95.619589,92.642466,90.680158,86.695997,0.038717,0.067933,1.547604
8.802,99.200412,93.321933,90.324233,85.902645,95.624709,92.645242,90.681042,86.695881,0.038309,0.069279,1.540522
8.804,99.196869,93.319308,90.321881,85.90022,95.629913,92.648107,90.682082,86.695841,0.037917,0.07057,1.533678
8.806,99.193694,93.316751,90.319607,85.897859,95.635117,92.650975,90.683153,86.695795,0.037539,0.07187,1.527012
8.808,99.190955,93.314288,90.317435,85.895579,95.640332,92.65386,90.684277,86.695762,0.037155,0.073166,1.520607
8.81,99.188751,93.311966,90.315411,85.893414,95.645583,92.656787,90.685496,86.695774,0.036745,0.074436,1.51456
8.812,99.187061,93.309831,90.313578,85.891398,95.650894,92.659785,90.686851,86.695862,0.036299,0.075657,1.508879
8.814,99.185755,93.307929,90.311979,85.889566,95.656289,92.662879,90.688383,86.696058,0.035826,0.076809,1.503456
8.815999,99.185102,93.306307,90.310658,85.887952,95.661794,92.666097,90.690135,86.696393,0.035328,0.077869,1.498472
8.818,99.185396,93.30501,90.30966,85.886588,95.667431,92.669465,90.692146,86.6969,0.034805,0.078815,1.49412
8.82,99.186891,93.304093,90.309037,85.885519,95.673231,92.673023,90.694477,86.697614,0.034251,0.07963,1.490593
8.821999,99.189455,93.303554,90.308792,85.884745,95.679193,92.676777,90.697135,86.698536,0.033662,0.080324,1.487805
8.824,99.192738,93.303325,90.308857,85.884214,95.685281,92.68068,90.700049,86.699618,0.033059,0.080919,1.485469
8.826,99.196391,93.303339,90.309165,85.883872,95.691458,92.684683,90.703145,86.700814,0.032461,0.081437,1.483292
8.827999,99.200445,93.303526,90.309646,85.883665,95.697688,92.688737,90.706352,86.702079,0.031865,0.0819,1.48128
8.83,99.205059,93.303819,90.310232,85.883541,95.703935,92.692795,90.709596,86.703366,0.031263,0.08233,1.479572
8.832,99.209926,93.304151,90.310858,85.883445,95.710162,92.696807,90.712805,86.70463,0.030673,0.082748,1.477954
8.834,99.214736,93.304453,90.311453,85.883325,95.716333,92.700726,90.715907,86.705824,0.030115,0.083177,1.476215
8.836,99.219434,93.304778,90.312074,85.883215,95.722484,92.70458,90.71895,86.706988,0.029601,0.083589,1.474311
8.838,99.224171,93.305198,90.312794,85.883172,95.728658,92.70842,90.722011,86.708172,0.029117,0.083956,1.472348
8.84,99.228984,93.305705,90.313602,85.883192,95.734841,92.712246,90.725086,86.709367,0.028644,0.084292,1.470364
8.842,99.23391,93.306289,90.314486,85.883274,95.741023,92.716057,90.72817,86.710564,0.028163,0.084608,1.468397
8.844,99.238904,93.30694,90.315433,85.883414,95.747192,92.719854,90.731258,86.711753,0.027653,0.084916,1.466423
8.846,99.243983,93.307648,90.316432,85.883611,95.753334,92.723637,90.734346,86.712925,0.027136,0.085228,1.464444
8.847999,99.249223,93.308405,90.31747,85.883862,95.759439,92.727406,90.737428,86.714069,0.026652,0.085556,1.462497
8.85,99.254705,93.309203,90.31854,85.884168,95.765497,92.731163,90.740504,86.715178,0.026236,0.08591,1.460626
8.852,99.260583,93.31013,90.319741,85.884596,95.771555,92.734963,90.743658,86.716302,0.025895,0.086261,1.458933
8.853999,99.26668,93.311184,90.321074,85.885143,95.777618,92.738803,90.746887,86.717443,0.025605,0.086602,1.457307
8.856,99.272713,93.312315,90.32248,85.885763,95.783663,92.742643,90.750136,86.718575,0.025347,0.086943,1.455558
8.858,99.278425,93.313469,90.323898,85.886412,95.789666,92.746446,90.75335,86.719672,0.025103,0.087299,1.453514
8.859999,99.284019,93.314595,90.325269,85.887043,95.795603,92.750174,90.756475,86.720707,0.024867,0.087679,1.451307
8.862,99.289438,93.31564,90.326536,85.887612,95.801451,92.753789,90.759457,86.721656,0.024656,0.088096,1.448905
8.864,99.294474,93.316552,90.327638,85.888075,95.807187,92.757253,90.762241,86.722492,0.024488,0.088561,1.446173
8.866,99.298943,93.317295,90.328532,85.888397,95.812795,92.760539,90.764788,86.723199,0.024382,0.089083,1.443
8.868,99.30292,93.317981,90.329328,85.888656,95.818338,92.763715,90.767207,86.723847,0.024342,0.089627,1.439466
8.87,99.306452,93.318622,90.330046,85.888868,95.823819,92.766792,90.769511,86.724437,0.02435,0.090194,1.43556
8.872,99.309538,93.319189,90.330665,85.889021,95.829217,92.769761,90.771679,86.724947,0.024387,0.090794,1.431225
8.874,99.312206,93.319655,90.331162,85.889104,95.83451,92.772608,90.773687,86.725352,0.024433,0.091439,1.426426
8.876,99.314573,93.319991,90.331517,85.889104,95.839677,92.775322,90.775511,86.72563,0.024477,0.092142,1.421236
8.878,99.316467,93.32017,90.33171,85.889011,95.844698,92.777893,90.777128,86.725757,0.024549,0.092913,1.415593
8.879999,99.317664,93.320164,90.331719,85.888813,95.849552,92.780308,90.778516,86.725711,0.024689,0.093765,1.409406
8.882,99.317939,93.319934,90.331512,85.888489,95.854213,92.782544,90.77964,86.72546,0.024929,0.094713,1.402566
8.884,99.317246,93.319426,90.331028,85.888,95.858649,92.784538,90.780447,86.724963,0.025258,0.095777,1.395011
8.885999,99.315879,93.318692,90.330313,85.887375,95.862895,92.786331,90.780983,86.724263,0.025658,0.096937,1.386938
8.888,99.314153,93.317797,90.329432,85.886653,95.866993,92.787975,90.781309,86.723409,0.026109,0.098166,1.378571
8.89,99.312261,93.316807,90.328446,85.885874,95.870985,92.789524,90.781486,86.722453,0.026606,0.09944,1.370046
8.891999,99.309905,93.315786,90.32742,85.885077,95.874913,92.791032,90.781574,86.721447,0.027185,0.100733,1.361156
8.894,99.307304,93.314798,90.326415,85.884303,95.878819,92.792552,90.781633,86.720441,0.027798,0.10202,1.35205
8.896,99.304754,93.31391,90.325494,85.883589,95.882744,92.794137,90.781725,86.719486,0.028391,0.103274,1.342932
8.898,99.302487,93.313151,90.324684,85.882954,95.886707,92.795814,90.781875,86.718605,0.028913,0.104484,1.33396
8.9,99.300378,93.312419,90.32388,85.882331,95.890642,92.7975,90.781987,86.717714,0.029371,0.105688,1.325045
8.902,99.298316,93.311704,90.323076,85.881715,95.894543,92.799185,90.78205,86.716807,0.029821,0.106892,1.316119
8.904,99.296211,93.311007,90.322278,85.881112,95.898412,92.800869,90.782072,86.715887,0.030317,0.108095,1.307125
8.906,99.294015,93.31033,90.321492,85.880526,95.90225,92.802553,90.782055,86.714961,0.030897,0.109298,1.298036
8.908,99.291808,93.309677,90.320727,85.87996,95.906062,92.804236,90.782004,86.714031,0.031529,0.1105,1.288895
8.91,99.28953,93.309049,90.319989,85.879421,95.909848,92.805918,90.781925,86.713104,0.032209,0.111701,1.279674
8.911999,99.287108,93.308448,90.319284,85.878913,95.913611,92.807599,90.781822,86.712183,0.032938,0.112902,1.270336
8.914,99.284426,93.307843,90.318582,85.878413,95.917333,92.809258,90.781665,86.711249,0.033728,0.114115,1.260813
8.916,99.281439,93.307155,90.317798,85.877864,95.920967,92.81084,90.781374,86.710245,0.034598,0.115369,1.251065
8.917999,99.278404,93.306433,90.31698,85.877299,95.924542,92.812382,90.780997,86.709203,0.035496,0.116645,1.241265
8.92,99.275592,93.305737,90.316188,85.87676,95.928092,92.813923,90.780592,86.708163,0.036369,0.11792,1.231594
8.922,99.273108,93.305125,90.31548,85.876286,95.931651,92.815506,90.780215,86.707163,0.037182,0.119171,1.222097
8.923999,99.270713,93.304658,90.314917,85.87592,95.935254,92.817171,90.779923,86.706241,0.037968,0.120375,1.212592
8.926,99.268629,93.304392,90.314556,85.875701,95.938933,92.818959,90.779772,86.705436,0.038729,0.121511,1.203305
8.928,99.26711,93.304388,90.314456,85.87567,95.942724,92.820909,90.779819,86.704787,0.039466,0.122554,1.194489
8.93,99.266326,93.30466,90.314629,85.875838,95.946634,92.823029,90.780075,86.704301,0.040184,0.123504,1.186322
8.932,99.266148,93.305117,90.31498,85.876141,95.950612,92.825248,90.780449,86.703917,0.040887,0.124398,1.178677
8.934,99.266493,93.305754,90.315506,85.876577,95.954654,92.827567,90.780938,86.703633,0.041559,0.125237,1.171456
8.936,99.267289,93.306571,90.316212,85.877144,95.95876,92.829994,90.781547,86.703451,0.042182,0.126015,1.164568
8.937999,99.268462,93.307566,90.317102,85.877842,95.96293,92.832534,90.78228,86.703373,0.04273,0.126729,1.15793
8.94,99.270026,93.308741,90.318179,85.878671,95.967164,92.835194,90.783141,86.703402,0.043199,0.127373,1.151566
8.942,99.272085,93.310094,90.31945,85.879632,95.971461,92.837981,90.784135,86.703538,0.043641,0.127943,1.145582
8.943999,99.274747,93.311625,90.320916,85.880723,95.975823,92.840902,90.785266,86.703786,0.044111,0.128435,1.140084
8.946,99.278144,93.313373,90.322619,85.88197,95.980271,92.844,90.786568,86.704174,0.044654,0.128841,1.135185
8.948,99.282279,93.31541,90.324623,85.883422,95.984848,92.847346,90.788096,86.704755,0.045252,0.129155,1.130869
8.949999,99.286908,93.317681,90.326873,85.885042,95.989522,92.850878,90.789801,86.705488,0.045853,0.129386,1.126961
8.952,99.291782,93.320126,90.329308,85.88679,95.994257,92.854529,90.791634,86.706324,0.046403,0.129547,1.123282
8.954,99.296836,93.322684,90.331869,85.888625,95.999018,92.858233,90.793542,86.707217,0.046876,0.129648,1.119772
8.956,99.302296,93.325295,90.334495,85.890507,96.003768,92.861923,90.795475,86.708121,0.047309,0.129701,1.116583
8.958,99.307903,93.3279,90.337126,85.892397,96.008474,92.865531,90.797381,86.708988,0.047687,0.129716,1.113569
8.96,99.313376,93.330439,90.339703,85.894254,96.013098,92.868993,90.79921,86.709772,0.047993,0.129705,1.110573
8.962,99.318523,93.332898,90.342211,85.896068,96.017633,92.872291,90.800951,86.710464,0.048206,0.129672,1.107484
8.964,99.323496,93.335376,90.344745,85.897902,96.022138,92.875533,90.802687,86.711136,0.048328,0.129598,1.104381
8.966,99.328374,93.337875,90.34731,85.899757,96.026613,92.878721,90.804422,86.711793,0.048391,0.129483,1.101323
8.968,99.33323,93.34039,90.349903,85.901636,96.031056,92.881855,90.80615,86.712431,0.048433,0.129326,1.098363
8.969999,99.338082,93.342917,90.352522,85.903538,96.035466,92.884932,90.807866,86.71305,0.048483,0.129128,1.095514
