WAVELENGTH,AR-AR-T-00AOI,AR-AR-T-30AOI,AR-AR-T-45AOI,AR-AR-T-55AOI,DLC-AR-T-00AOI,DLC-AR-T-00AOI,DLC-AR-T-00AOI,DLC-AR-T-00AOI,AR-R-00AOI,AR-R-30AOI,DLC-R-00AOI
10.698,98.969123,92.957873,89.387255,84.188644,92.607697,88.332186,85.70925,81.060907,0.062394,0.076329,0.918589
10.7,98.966603,92.954541,89.382717,84.183311,92.597249,88.320723,85.697603,81.049277,0.061785,0.077062,0.920858
10.702,98.964152,92.951219,89.378182,84.177975,92.586785,88.309264,85.68596,81.037659,0.061267,0.077732,0.923294
10.704,98.961813,92.947912,89.373649,84.172632,92.57631,88.297822,85.67433,81.026063,0.060883,0.078324,0.925976
10.706,98.959627,92.944619,89.369119,84.167282,92.565829,88.286409,85.662723,81.014499,0.060675,0.078825,0.928982
10.708,98.957626,92.941346,89.364595,84.161925,92.555345,88.275031,85.651146,81.002974,0.060677,0.079228,0.932374
10.71,98.955784,92.938094,89.360074,84.156572,92.544854,88.263674,85.639586,80.991481,0.060868,0.07955,0.936113
10.712,98.954077,92.93486,89.355556,84.151219,92.534352,88.25233,85.628038,80.98001,0.061217,0.0798,0.94014
10.714,98.952478,92.931641,89.351041,84.145865,92.523835,88.240992,85.616496,80.968556,0.061693,0.079987,0.944402
10.716,98.950965,92.928432,89.346528,84.140508,92.513299,88.229654,85.604952,80.95711,0.062265,0.080118,0.948844
10.718,98.949513,92.925229,89.342015,84.135145,92.502741,88.218308,85.593403,80.945665,0.062904,0.0802,0.953412
10.72,98.948139,92.92203,89.337504,84.129774,92.492157,88.206948,85.58184,80.934213,0.063622,0.080241,0.958129
10.722,98.946869,92.918829,89.332991,84.124393,92.481542,88.195567,85.570259,80.922746,0.06445,0.080249,0.963054
10.724,98.945679,92.915624,89.328478,84.119,92.470894,88.184159,85.558653,80.911257,0.065369,0.080231,0.968148
10.726,98.944547,92.91241,89.323962,84.113591,92.460209,88.172716,85.547016,80.899739,0.066361,0.080195,0.973377
10.728,98.943446,92.909184,89.319444,84.108166,92.449483,88.161232,85.535343,80.888185,0.067409,0.080149,0.978703
10.73,98.942355,92.905943,89.314922,84.102722,92.438712,88.149701,85.523628,80.876586,0.068495,0.080098,0.984092
10.732,98.941292,92.902703,89.310407,84.097266,92.427918,88.138149,85.51189,80.864972,0.069647,0.080029,0.989576
10.734,98.940268,92.899471,89.305901,84.091802,92.417106,88.126585,85.500138,80.853351,0.070869,0.079931,0.995171
10.736,98.939278,92.896241,89.3014,84.086328,92.40627,88.115003,85.488367,80.841719,0.072144,0.079807,1.000863
10.738,98.938315,92.89301,89.2969,84.080842,92.395406,88.103399,85.476575,80.83007,0.073452,0.079656,1.006641
10.74,98.937373,92.889773,89.292397,84.075344,92.384505,88.091765,85.464757,80.818397,0.074776,0.07948,1.012493
10.742,98.936449,92.886525,89.287889,84.069832,92.373564,88.080095,85.452909,80.806694,0.076103,0.07928,1.018416
10.744,98.93556,92.883262,89.28337,84.064303,92.362575,88.068385,85.441029,80.794956,0.077455,0.079055,1.024454
10.746,98.934701,92.87998,89.278838,84.058758,92.351534,88.056627,85.429112,80.783176,0.078831,0.078807,1.030587
10.748,98.933859,92.876674,89.274288,84.053194,92.340433,88.044817,85.417154,80.771349,0.080227,0.078537,1.036781
10.75,98.933022,92.873339,89.269717,84.047609,92.329267,88.032947,85.405153,80.759469,0.081636,0.078245,1.042998
10.752,98.932178,92.869971,89.265122,84.042003,92.318031,88.021013,85.393104,80.74753,0.083053,0.077932,1.049204
10.754,98.931324,92.866571,89.260501,84.036375,92.306725,88.009016,85.381009,80.735535,0.084481,0.077593,1.055379
10.756,98.930475,92.863151,89.255864,84.030729,92.295369,87.996973,85.368884,80.723508,0.085939,0.077215,1.061559
10.758,98.929629,92.859711,89.251212,84.025066,92.283962,87.984886,85.356727,80.711446,0.087413,0.076801,1.067749
10.76,98.928778,92.85625,89.246544,84.019384,92.272502,87.972752,85.344535,80.699346,0.088885,0.076357,1.073947
10.762,98.927918,92.852767,89.241861,84.013684,92.260987,87.960569,85.332306,80.687203,0.090337,0.07589,1.080155
10.764,98.927042,92.849263,89.237163,84.007967,92.249415,87.948335,85.320036,80.675013,0.091752,0.075405,1.086371
10.766,98.926149,92.845736,89.23245,84.002232,92.237784,87.936047,85.307723,80.66277,0.093119,0.074907,1.092604
10.768,98.925245,92.842185,89.227721,83.996479,92.226091,87.923704,85.295364,80.650472,0.09445,0.074404,1.098858
10.77,98.92433,92.838611,89.222977,83.990709,92.214334,87.911303,85.282956,80.638114,0.095758,0.0739,1.105122
10.772,98.923404,92.835011,89.218217,83.984921,92.202512,87.898842,85.270495,80.62569,0.097053,0.073402,1.111385
10.774,98.922467,92.831386,89.213443,83.979115,92.190622,87.886319,85.25798,80.613198,0.098348,0.072916,1.117633
10.776,98.921519,92.827735,89.208653,83.973291,92.178662,87.873733,85.245407,80.600632,0.099654,0.072447,1.123856
10.778,98.920586,92.82407,89.203857,83.967451,92.166646,87.861104,85.232796,80.58802,0.101004,0.071974,1.130094
10.78,98.919668,92.820397,89.199058,83.961596,92.154584,87.848444,85.220155,80.575375,0.10239,0.071483,1.136354
10.782,98.918735,92.816711,89.194251,83.955725,92.142469,87.835744,85.207479,80.562689,0.103769,0.07098,1.142595
10.784,98.917758,92.813005,89.189433,83.949836,92.130296,87.822995,85.19476,80.549951,0.105102,0.070472,1.148775
10.786,98.916708,92.809274,89.184599,83.94393,92.118058,87.810186,85.18199,80.537151,0.106348,0.069966,1.154856
10.788,98.915559,92.805513,89.179745,83.938005,92.10575,87.797308,85.169163,80.524279,0.107469,0.069467,1.160801
10.79,98.914361,92.801714,89.174866,83.932061,92.093366,87.784353,85.156271,80.511324,0.108517,0.068983,1.166698
10.792,98.913116,92.797874,89.169958,83.926098,92.080901,87.77131,85.143307,80.498277,0.109502,0.06852,1.172543
10.794,98.911795,92.793985,89.165017,83.920114,92.068349,87.758171,85.130265,80.485128,0.110401,0.068085,1.178276
10.796,98.910369,92.790042,89.160038,83.914108,92.055703,87.744926,85.117136,80.471866,0.11119,0.067684,1.183842
10.798,98.908808,92.786039,89.155017,83.908081,92.04296,87.731566,85.103914,80.458481,0.111846,0.067323,1.189182
10.8,98.907087,92.78197,89.14995,83.90203,92.030111,87.718081,85.090592,80.444964,0.112348,0.067009,1.194242
10.802,98.9052,92.777828,89.144835,83.895951,92.017149,87.704465,85.077171,80.431306,0.112693,0.066742,1.199027
10.804,98.903176,92.773618,89.139675,83.889845,92.004082,87.690728,85.063657,80.417517,0.112902,0.066516,1.203586
10.806,98.901044,92.769349,89.134476,83.883714,91.990917,87.676881,85.050059,80.40361,0.113,0.066326,1.207964
10.808,98.898832,92.76503,89.129244,83.877562,91.977663,87.662936,85.036381,80.3896,0.113008,0.066163,1.212208
10.81,98.89657,92.760671,89.123982,83.871391,91.96433,87.648904,85.022631,80.375498,0.112951,0.066022,1.216363
10.812,98.894266,92.756278,89.118697,83.865204,91.950925,87.634798,85.008814,80.361318,0.112835,0.065897,1.220445
10.814,98.891866,92.751862,89.113393,83.859005,91.937458,87.620628,84.994939,80.347073,0.112618,0.06578,1.224374
10.816,98.88939,92.74743,89.108075,83.852796,91.923938,87.606407,84.98101,80.332775,0.112314,0.065665,1.228176
10.818,98.886866,92.742992,89.102748,83.84658,91.910372,87.592145,84.967035,80.318438,0.111947,0.065547,1.23189
10.82,98.884324,92.738555,89.097418,83.84036,91.896769,87.577854,84.95302,80.304075,0.11154,0.065418,1.235558
10.822,98.881791,92.734129,89.092089,83.834138,91.883138,87.563546,84.938971,80.289698,0.111116,0.065272,1.239219
10.824,98.879284,92.729706,89.086759,83.827912,91.869476,87.549215,84.924885,80.275301,0.110683,0.065112,1.242894
10.826,98.876782,92.725255,89.081417,83.821669,91.855755,87.534828,84.910741,80.260842,0.110218,0.064961,1.246549
10.828,98.874272,92.720779,89.07606,83.815411,91.841977,87.520385,84.896541,80.246326,0.10972,0.064816,1.250172
10.83,98.871743,92.716284,89.070691,83.809141,91.828146,87.505891,84.882287,80.231756,0.109189,0.064674,1.253752
10.832,98.869183,92.711776,89.065311,83.802862,91.814264,87.491349,84.867982,80.217138,0.108625,0.064533,1.257276
10.834,98.866582,92.707261,89.059918,83.796576,91.800335,87.476762,84.85363,80.202477,0.108028,0.06439,1.260735
10.836,98.863926,92.702744,89.054516,83.790286,91.78636,87.462135,84.839233,80.187778,0.107398,0.064241,1.264115
10.838,98.861221,92.698231,89.049103,83.783996,91.772343,87.447471,84.824793,80.173046,0.106735,0.064084,1.26742
10.84,98.858481,92.693727,89.043681,83.777708,91.758286,87.432773,84.810315,80.158286,0.106039,0.063917,1.270667
10.842,98.855725,92.689239,89.038251,83.771425,91.744194,87.418045,84.7958,80.143502,0.10531,0.063736,1.273874
10.844,98.85297,92.684771,89.032814,83.76515,91.730068,87.403291,84.781252,80.128701,0.104549,0.063539,1.277057
10.846,98.850232,92.68033,89.027369,83.758885,91.715911,87.388514,84.766674,80.113886,0.103754,0.063322,1.280233
10.848,98.847509,92.675902,89.021911,83.752626,91.701706,87.373695,84.75205,80.099036,0.102917,0.063095,1.28339
10.85,98.844786,92.671474,89.016436,83.746368,91.68744,87.358818,84.737369,80.084132,0.102037,0.062864,1.286513
10.852,98.842065,92.667049,89.010947,83.74011,91.67312,87.343892,84.722638,80.069182,0.101125,0.062629,1.289613
10.854,98.839344,92.66263,89.005447,83.733855,91.658754,87.328925,84.707862,80.054197,0.100192,0.062385,1.292702
10.856,98.836625,92.658222,88.999937,83.727601,91.644351,87.313926,84.693048,80.039185,0.099249,0.062129,1.295791
10.858,98.833906,92.653828,88.994422,83.721351,91.629917,87.298903,84.678202,80.024155,0.098307,0.06186,1.29889
10.86,98.831172,92.64945,88.988903,83.715104,91.615461,87.283864,84.663331,80.009117,0.09734,0.061574,1.301979
10.862,98.828425,92.645093,88.983384,83.708862,91.600989,87.268819,84.648441,79.99408,0.096344,0.061269,1.305053
10.864,98.825682,92.640761,88.977868,83.702625,91.586511,87.253775,84.633539,79.979052,0.09534,0.060942,1.308128
10.866,98.822958,92.636456,88.972357,83.696393,91.572033,87.23874,84.618629,79.964043,0.094352,0.060589,1.311222
10.868,98.820272,92.632181,88.966854,83.690169,91.557563,87.223724,84.60372,79.949062,0.093401,0.060209,1.31435
10.87,98.817638,92.62794,88.961361,83.683951,91.543107,87.208732,84.588816,79.934115,0.092508,0.059799,1.317528
10.872,98.815035,92.623706,88.955865,83.677727,91.528638,87.193735,84.573895,79.919165,0.09166,0.059374,1.320722
10.874,98.812457,92.619473,88.950361,83.671495,91.514146,87.178721,84.558949,79.904199,0.090845,0.058939,1.323931
10.876,98.809915,92.615249,88.944854,83.665259,91.499636,87.163696,84.543982,79.889226,0.090063,0.058489,1.327178
10.878,98.807421,92.611042,88.939346,83.659025,91.485114,87.148667,84.528999,79.874254,0.089314,0.058021,1.330483
10.88,98.804985,92.606861,88.93384,83.652797,91.470585,87.13364,84.514003,79.859293,0.088598,0.05753,1.33387
10.882,98.802616,92.602714,88.928342,83.646581,91.456055,87.11862,84.498999,79.844352,0.087913,0.057012,1.337354
10.884,98.800281,92.598609,88.922853,83.64038,91.441529,87.103615,84.483991,79.829439,0.087229,0.056463,1.340879
10.886,98.797987,92.594554,88.917378,83.634201,91.427013,87.08863,84.468983,79.814564,0.08656,0.055879,1.344453
10.888,98.795756,92.590558,88.911919,83.628046,91.412512,87.073672,84.453979,79.799735,0.085932,0.055256,1.348114
10.89,98.793608,92.586628,88.90648,83.621923,91.398032,87.058747,84.438983,79.784961,0.085374,0.054589,1.351901
10.892,98.791567,92.582774,88.901065,83.615834,91.383578,87.04386,84.424,79.770252,0.084912,0.053876,1.355852
10.894,98.789655,92.579004,88.895678,83.609786,91.369155,87.029017,84.409032,79.755615,0.084574,0.053109,1.360005
10.896,98.78788,92.575337,88.890328,83.603791,91.354764,87.014215,84.39407,79.741051,0.084365,0.052271,1.364381
10.898,98.78622,92.571765,88.885011,83.597842,91.340398,86.999448,84.379111,79.726552,0.084258,0.051367,1.368936
10.9,98.784646,92.568271,88.87972,83.591931,91.326053,86.984712,84.364154,79.712108,0.084228,0.050409,1.373621
10.902,98.783133,92.564842,88.874448,83.586048,91.311724,86.970002,84.3492,79.697712,0.084245,0.049407,1.378386
10.904,98.781652,92.561462,88.86919,83.580186,91.297406,86.955315,84.334249,79.683356,0.084284,0.048371,1.383184
10.906,98.780185,92.558115,88.863936,83.574336,91.283095,86.940647,84.319301,79.669032,0.084321,0.047314,1.387978
10.908,98.77878,92.554788,88.858682,83.568487,91.268786,86.925992,84.304356,79.65473,0.084384,0.046246,1.392836
10.91,98.777431,92.551465,88.85342,83.562632,91.254474,86.911349,84.289413,79.640444,0.084479,0.045178,1.397759
10.912,98.776116,92.54813,88.848144,83.556762,91.240154,86.896711,84.274473,79.626165,0.084605,0.04412,1.402723
10.914,98.774812,92.54477,88.842846,83.550867,91.225822,86.882075,84.259536,79.611884,0.084765,0.043084,1.407708
10.916,98.773499,92.541369,88.83752,83.54494,91.211473,86.867438,84.244602,79.597594,0.084956,0.042081,1.412692
10.918,98.77216,92.53792,88.832162,83.538975,91.197104,86.852797,84.229671,79.583291,0.085181,0.041112,1.417657
10.92,98.770816,92.534462,88.82679,83.532994,91.182727,86.838163,84.214744,79.568994,0.085444,0.040132,1.422619
10.922,98.769473,92.531001,88.821406,83.527003,91.168345,86.82354,84.199822,79.554708,0.085742,0.039139,1.427587
10.924,98.76813,92.527537,88.81601,83.521,91.153957,86.808926,84.184904,79.540432,0.08607,0.038142,1.432567
10.926,98.766787,92.524069,88.810603,83.514986,91.139564,86.794319,84.169989,79.526167,0.086422,0.037146,1.437564
10.928,98.765446,92.520597,88.805185,83.508961,91.125166,86.779721,84.155076,79.511912,0.086792,0.036159,1.442584
10.93,98.764102,92.517119,88.799755,83.502924,91.110762,86.76513,84.140165,79.497669,0.087174,0.03519,1.44763
10.932,98.762745,92.513636,88.794315,83.496877,91.096352,86.750545,84.125256,79.483435,0.087563,0.034245,1.452704
10.934,98.761384,92.510147,88.788862,83.490818,91.081938,86.735965,84.110346,79.469212,0.087968,0.033331,1.4578
10.936,98.760029,92.50665,88.783398,83.484748,91.067517,86.721391,84.095437,79.455,0.0884,0.032457,1.462913
10.938,98.75869,92.503146,88.777923,83.478667,91.053092,86.706821,84.080526,79.440798,0.08887,0.031628,1.468037
10.94,98.75738,92.499633,88.772437,83.472575,91.038661,86.692254,84.065614,79.426607,0.089388,0.030853,1.473167
10.942,98.756111,92.496119,88.766942,83.466476,91.024227,86.677694,84.050701,79.412431,0.089965,0.030132,1.478303
10.944,98.754899,92.492638,88.761452,83.460388,91.009799,86.663155,84.035792,79.398292,0.090607,0.029432,1.483467
10.946,98.75372,92.489183,88.755964,83.454307,90.995376,86.648634,84.020886,79.384184,0.091298,0.028754,1.488646
10.948,98.752549,92.485741,88.750473,83.448225,90.980954,86.634127,84.005982,79.370099,0.092023,0.028103,1.493826
10.95,98.751358,92.482298,88.744972,83.442136,90.966528,86.619627,83.991079,79.356029,0.092765,0.027484,1.49899
10.952,98.750122,92.478842,88.739457,83.436031,90.952094,86.605129,83.976175,79.341965,0.093509,0.026903,1.504122
10.954,98.748825,92.475357,88.733923,83.429905,90.937649,86.590629,83.96127,79.327897,0.094247,0.026365,1.509218
10.956,98.747504,92.471833,88.728364,83.423749,90.923188,86.57612,83.946361,79.313818,0.095005,0.025875,1.514313
10.958,98.746157,92.468255,88.722775,83.417555,90.908708,86.561598,83.931448,79.299719,0.095778,0.025438,1.519395
10.96,98.744773,92.46461,88.717151,83.411318,90.894205,86.547057,83.916529,79.285592,0.096556,0.02506,1.524442
10.962,98.743341,92.460885,88.711487,83.40503,90.879674,86.532492,83.901602,79.271427,0.097328,0.024746,1.529434
10.964,98.741851,92.457067,88.705776,83.398683,90.865113,86.517898,83.886667,79.257216,0.098083,0.024501,1.534349
10.966,98.740298,92.453154,88.70002,83.392276,90.85052,86.503274,83.871724,79.242958,0.098813,0.024323,1.539176
10.968,98.738696,92.44919,88.694237,83.38583,90.835915,86.488638,83.85678,79.228681,0.099523,0.02418,1.543946
10.97,98.737045,92.445179,88.688428,83.379347,90.821297,86.473991,83.841833,79.214386,0.10022,0.024075,1.548657
10.972,98.73534,92.441115,88.682592,83.372827,90.806662,86.459331,83.826883,79.200072,0.10091,0.024015,1.553297
10.974,98.733574,92.436994,88.676724,83.366267,90.792008,86.444656,83.811929,79.185734,0.101596,0.024006,1.557856
10.976,98.731742,92.432812,88.670823,83.359667,90.777332,86.429964,83.796969,79.171372,0.102286,0.024057,1.562323
10.978,98.729846,92.428563,88.664886,83.353026,90.762629,86.415254,83.782002,79.156982,0.102982,0.024174,1.566697
10.98,98.727906,92.424245,88.65891,83.346341,90.747898,86.400524,83.767027,79.142562,0.103686,0.024364,1.57101
10.982,98.725911,92.419851,88.652893,83.339612,90.733134,86.38577,83.752042,79.128109,0.104393,0.024635,1.575247
10.984,98.723846,92.415378,88.646832,83.332838,90.718334,86.370992,83.737046,79.113621,0.105096,0.024993,1.579387
10.986,98.721696,92.410821,88.640726,83.326018,90.703495,86.356188,83.722037,79.099095,0.105791,0.025445,1.583411
10.988,98.719443,92.406176,88.63457,83.319149,90.688615,86.341356,83.707016,79.084528,0.106473,0.026,1.587297
10.99,98.717072,92.401434,88.62836,83.312229,90.673687,86.326493,83.691978,79.069917,0.107138,0.026667,1.591021
10.992,98.714572,92.396574,88.622079,83.305251,90.6587,86.311598,83.676923,79.05526,0.10779,0.027472,1.594561
10.994,98.711966,92.391605,88.615733,83.298217,90.64366,86.296673,83.66185,79.040559,0.108433,0.028403,1.597954
10.996,98.709278,92.38654,88.609331,83.291132,90.628574,86.28172,83.646763,79.025818,0.109064,0.029443,1.601239
10.998,98.706537,92.381391,88.602882,83.283999,90.613451,86.266743,83.631665,79.011041,0.109685,0.030575,1.60446
11,98.703766,92.376171,88.596396,83.276825,90.598297,86.251745,83.616558,78.996233,0.110295,0.031782,1.607657
11.002,98.700983,92.370895,88.58988,83.269612,90.583121,86.236726,83.601444,78.981396,0.110896,0.033048,1.610856
11.004,98.698142,92.365574,88.583346,83.262367,90.567931,86.221691,83.586327,78.966535,0.1115,0.034355,1.613979
11.006,98.695248,92.360222,88.5768,83.255093,90.552735,86.206642,83.571209,78.951654,0.112098,0.035686,1.617038
11.008,98.692322,92.354851,88.570253,83.247795,90.537539,86.191581,83.556092,78.936757,0.112682,0.037026,1.620071
11.01,98.689385,92.349475,88.563714,83.240478,90.522352,86.176511,83.540979,78.921847,0.11324,0.038356,1.623112
11.012,98.686458,92.344105,88.557191,83.233146,90.507181,86.161434,83.525872,78.906929,0.113763,0.039661,1.626199
11.014,98.683558,92.338752,88.550691,83.225802,90.492033,86.146353,83.510774,78.892004,0.11424,0.04093,1.629362
11.016,98.680665,92.33338,88.544191,83.218435,90.476887,86.131259,83.495675,78.877061,0.11467,0.042208,1.632586
11.018,98.677773,92.32798,88.537686,83.211042,90.461739,86.116151,83.480576,78.862096,0.115062,0.043506,1.63585
11.02,98.674883,92.322555,88.531176,83.203624,90.446589,86.101029,83.465476,78.847112,0.115427,0.044822,1.639138
11.022,98.671994,92.317105,88.524661,83.19618,90.431437,86.085894,83.450375,78.832108,0.115774,0.046154,1.642435
11.024,98.669105,92.311631,88.51814,83.18871,90.416282,86.070746,83.435275,78.817087,0.116115,0.047501,1.645726
11.026,98.666219,92.306135,88.511613,83.181214,90.401125,86.055587,83.420177,78.802051,0.116458,0.04886,1.648995
11.028,98.663339,92.300619,88.505081,83.173693,90.385966,86.040417,83.40508,78.786999,0.116802,0.050229,1.652251
11.03,98.660464,92.295083,88.498544,83.166146,90.370805,86.025236,83.389985,78.771934,0.117138,0.051607,1.655503
11.032,98.657588,92.289528,88.492002,83.158574,90.355641,86.010046,83.374894,78.756857,0.117462,0.052992,1.658755
11.034,98.654707,92.283957,88.485454,83.150975,90.340475,85.994846,83.359806,78.741768,0.11777,0.054382,1.662012
11.036,98.651816,92.27837,88.478901,83.143352,90.325307,85.979638,83.344723,78.726671,0.118055,0.055774,1.665279
11.038,98.648908,92.272767,88.472341,83.135702,90.310136,85.964422,83.329644,78.711564,0.118314,0.05717,1.668561
11.04,98.645971,92.267113,88.465755,83.128007,90.29494,85.949181,83.314564,78.696431,0.118549,0.058611,1.671838
11.042,98.643013,92.261403,88.459141,83.120265,90.279716,85.933915,83.299482,78.68127,0.118764,0.060103,1.675111
11.044,98.640049,92.25565,88.452506,83.112484,90.264474,85.918628,83.284399,78.666086,0.118958,0.061632,1.678397
11.046,98.637094,92.249868,88.445859,83.104671,90.249223,85.903327,83.269318,78.650884,0.119131,0.063181,1.68171
11.048,98.634163,92.24407,88.439209,83.096834,90.233971,85.888017,83.254239,78.635672,0.119284,0.064735,1.685066
11.05,98.63127,92.238268,88.432562,83.088981,90.218728,85.872704,83.239166,78.620453,0.119417,0.066277,1.688477
11.052,98.628389,92.232478,88.425928,83.081119,90.203501,85.857394,83.2241,78.605235,0.119528,0.067792,1.691897
11.054,98.62551,92.22671,88.419315,83.073255,90.1883,85.842091,83.209042,78.590021,0.11962,0.069265,1.69532
11.056,98.622655,92.220979,88.412731,83.065398,90.173133,85.826802,83.193996,78.57482,0.119691,0.070679,1.698787
11.058,98.619844,92.215298,88.406183,83.057554,90.15801,85.811533,83.178962,78.559635,0.119741,0.072019,1.702338
11.06,98.617096,92.20968,88.399681,83.049732,90.142939,85.796289,83.163942,78.544472,0.119771,0.073269,1.706013
11.062,98.614432,92.204138,88.393231,83.041938,90.127928,85.781075,83.148939,78.529337,0.119781,0.074415,1.709851
11.064,98.611842,92.198652,88.386824,83.034161,90.112965,85.765883,83.133946,78.514217,0.119766,0.07548,1.713856
11.066,98.609308,92.193197,88.380444,83.026388,90.098034,85.750703,83.118958,78.499098,0.119725,0.076495,1.717997
11.068,98.606836,92.187774,88.374093,83.01862,90.083135,85.735534,83.103976,78.483983,0.119664,0.077456,1.722259
11.07,98.604432,92.182386,88.367769,83.010855,90.068268,85.720378,83.089003,78.468876,0.119588,0.078364,1.726626
11.072,98.602099,92.177032,88.361472,83.003097,90.053435,85.705234,83.074041,78.453778,0.119501,0.079216,1.731084
11.074,98.599842,92.171714,88.355203,82.995344,90.038635,85.690105,83.05909,78.438694,0.119409,0.080009,1.735618
11.076,98.597655,92.166433,88.348962,82.987597,90.02387,85.674989,83.044154,78.423627,0.119311,0.080743,1.740212
11.078,98.595529,92.161191,88.342749,82.979858,90.00914,85.659889,83.029234,78.408579,0.119204,0.081416,1.744874
11.08,98.593473,92.155989,88.336563,82.972126,89.994446,85.644804,83.014331,78.393555,0.119086,0.082025,1.749622
11.082,98.591498,92.150828,88.330404,82.964403,89.979788,85.629735,82.999448,78.378555,0.118959,0.082569,1.754477
11.084,98.589612,92.145708,88.324274,82.956689,89.965166,85.614683,82.984587,78.363585,0.118821,0.083046,1.759457
11.086,98.587825,92.140632,88.31817,82.948985,89.950582,85.599649,82.969749,78.348647,0.118673,0.083455,1.764583
11.088,98.58616,92.135614,88.312107,82.941294,89.936044,85.584634,82.954939,78.333743,0.118513,0.083784,1.769882
11.09,98.584628,92.13068,88.30611,82.933626,89.921564,85.569646,82.940163,78.318872,0.118336,0.084015,1.775359
11.092,98.583198,92.125816,88.300166,82.925975,89.907138,85.554679,82.925416,78.304032,0.118148,0.084159,1.780977
11.094,98.581835,92.12101,88.294266,82.918338,89.892757,85.539733,82.910694,78.289218,0.117954,0.084227,1.786696
11.096,98.580504,92.116249,88.288397,82.91071,89.878413,85.524803,82.895992,78.274429,0.117758,0.084227,1.792476
11.098,98.579171,92.111517,88.282548,82.903088,89.864101,85.509886,82.881304,78.259661,0.117565,0.084172,1.798279
11.1,98.57782,92.106803,88.276706,82.895465,89.849811,85.49498,82.866626,78.24491,0.117382,0.084071,1.804096
11.102,98.576505,92.102093,88.270861,82.887839,89.835537,85.480081,82.851953,78.230174,0.117212,0.083935,1.810012
11.104,98.575216,92.097372,88.265001,82.880206,89.821271,85.465186,82.837279,78.21545,0.117047,0.083775,1.815995
11.106,98.573939,92.092628,88.259113,82.87256,89.807007,85.450293,82.822601,78.200735,0.116876,0.0836,1.822002
11.108,98.572661,92.087848,88.253187,82.864897,89.792736,85.435397,82.807913,78.186025,0.11669,0.083421,1.827989
11.11,98.571365,92.083017,88.247211,82.857214,89.778452,85.420497,82.79321,78.171317,0.116479,0.083249,1.833911
11.112,98.570041,92.078129,88.241179,82.849508,89.764149,85.40559,82.77849,78.156611,0.116233,0.083088,1.839734
11.114,98.568703,92.073221,88.235126,82.841787,89.749848,85.390684,82.763767,78.141915,0.115946,0.082904,1.845497
11.116,98.567356,92.0683,88.229056,82.834055,89.735552,85.375781,82.749043,78.12723,0.11563,0.082693,1.851214
11.118,98.565999,92.063365,88.22297,82.826313,89.721261,85.36088,82.734317,78.112558,0.1153,0.082456,1.856891
11.12,98.564633,92.058416,88.216864,82.81856,89.706975,85.345983,82.71959,78.097895,0.114969,0.082197,1.862532
11.122,98.563258,92.053451,88.210738,82.810798,89.692694,85.331088,82.704861,78.083243,0.114654,0.08192,1.868144
11.124,98.561871,92.048468,88.204589,82.803027,89.678418,85.316196,82.690129,78.0686,0.114368,0.081627,1.873728
11.126,98.560459,92.043467,88.198416,82.795247,89.664148,85.301307,82.675393,78.053966,0.114104,0.08132,1.87926
11.128,98.559025,92.038446,88.192216,82.78746,89.649882,85.286421,82.660653,78.039341,0.113854,0.081004,1.884744
11.13,98.557585,92.033405,88.185988,82.779666,89.635622,85.271538,82.645908,78.024723,0.113613,0.080682,1.890201
11.132,98.556153,92.028341,88.179731,82.771866,89.621367,85.256658,82.631158,78.010112,0.113377,0.080356,1.895649
11.134,98.554743,92.023254,88.173442,82.764059,89.607117,85.24178,82.616402,77.995507,0.113139,0.080028,1.901108
11.136,98.55337,92.018143,88.16712,82.756248,89.592872,85.226906,82.601639,77.980908,0.112897,0.079704,1.906596
11.138,98.552056,92.01304,88.160791,82.748441,89.578649,85.212039,82.586877,77.966316,0.112646,0.079349,1.912145
11.14,98.550791,92.007958,88.154467,82.740641,89.564455,85.197183,82.57212,77.951732,0.112391,0.078949,1.917739
11.142,98.549547,92.002884,88.148138,82.732844,89.550282,85.182334,82.557364,77.937155,0.112136,0.078515,1.923342
11.144,98.548293,91.997804,88.141793,82.725045,89.536122,85.167491,82.542607,77.922586,0.111885,0.078061,1.928913
11.146,98.547003,91.992704,88.135421,82.71724,89.521969,85.152651,82.527845,77.908025,0.111644,0.077599,1.934416
11.148,98.545647,91.987572,88.129012,82.709423,89.507812,85.137812,82.513076,77.893471,0.111418,0.077141,1.939812
11.15,98.54424,91.982392,88.122555,82.701589,89.493646,85.12297,82.498297,77.878925,0.111207,0.076701,1.945132
11.152,98.542828,91.977152,88.116039,82.693735,89.479463,85.108125,82.483504,77.864387,0.111005,0.076289,1.950442
11.154,98.541383,91.971838,88.109454,82.685854,89.465254,85.093273,82.468696,77.849857,0.110814,0.07592,1.955693
11.156,98.539876,91.966436,88.102789,82.677943,89.451012,85.078412,82.453868,77.835334,0.110633,0.075605,1.960831
11.158,98.53828,91.960932,88.096033,82.669997,89.436729,85.06354,82.439017,77.820819,0.110461,0.075357,1.965804
11.16,98.536565,91.955314,88.089175,82.662011,89.422398,85.048655,82.424142,77.806311,0.1103,0.075188,1.970561
11.162,98.534712,91.949579,88.082215,82.653985,89.408016,85.033753,82.409239,77.791812,0.110146,0.0751,1.975064
11.164,98.532739,91.94376,88.075177,82.645928,89.393597,85.018837,82.394312,77.777322,0.109996,0.075061,1.979345
