WAVELENGTH,Normal,20 deg,Normal,20 deg
4.076,24.896513,22.129244,21.101403,19.583446
4.077999,24.916761,22.168209,21.146532,19.619838
4.08,24.937715,22.2078,21.190518,19.657548
4.082,24.95941,22.246467,21.232994,19.696959
4.084,24.981912,22.282119,21.273533,19.738496
4.086,25.004212,22.309778,21.311154,19.77981
4.088,25.026094,22.327451,21.345562,19.82064
4.09,25.047083,22.325311,21.375415,19.861856
4.092,25.067093,22.312598,21.402399,19.900747
4.093999,25.086022,22.296613,21.427964,19.934946
4.096,25.103452,22.27675,21.451527,19.963698
4.098,25.119347,22.254812,21.473438,19.986704
4.1,25.133944,22.241686,21.49632,20.003446
4.102,25.147046,22.238636,21.520208,20.013062
4.104,25.158315,22.249992,21.545568,20.013349
4.106,25.168663,22.267436,21.572106,20.011548
4.108,25.178279,22.289539,21.599813,20.009062
4.109999,25.187156,22.318,21.629181,20.005576
4.112,25.196072,22.348262,21.659576,20.004046
4.114,25.206224,22.373861,21.690082,20.00866
4.116,25.217265,22.395378,21.72123,20.019894
4.118,25.229155,22.412581,21.753098,20.03813
4.12,25.240365,22.429753,21.784524,20.058978
4.122,25.250948,22.446725,21.815692,20.082709
4.124,25.261076,22.462898,21.847074,20.110484
4.125999,25.269677,22.481368,21.877781,20.137727
4.128,25.276169,22.503727,21.90742,20.162188
4.13,25.281114,22.529016,21.936138,20.184903
4.132,25.285401,22.555798,21.963567,20.206253
4.134,25.292549,22.578348,21.988093,20.227646
4.136,25.302037,22.597642,22.010398,20.249151
4.138,25.313545,22.614517,22.030942,20.270724
4.14,25.330006,22.622696,22.048834,20.29464
4.141999,25.35177,22.621503,22.064049,20.321203
4.144,25.377604,22.614065,22.077326,20.349698
4.146,25.406416,22.60374,22.090222,20.379424
4.148,25.436363,22.596703,22.105573,20.40909
4.15,25.466982,22.591971,22.122695,20.438991
4.152,25.498117,22.589245,22.14139,20.469298
4.154,25.52579,22.598001,22.165193,20.496832
4.156,25.549778,22.616826,22.193632,20.521936
4.157999,25.570068,22.639794,22.224763,20.546386
4.16,25.584716,22.663744,22.25733,20.570042
4.162,25.591307,22.684732,22.289849,20.592641
4.164,25.592258,22.702168,22.321948,20.616269
4.166,25.588006,22.715566,22.353409,20.641461
4.168,25.576546,22.716916,22.381705,20.671829
4.17,25.559977,22.709109,22.407613,20.706035
4.172,25.543204,22.698968,22.432792,20.741296
4.173999,25.528103,22.685978,22.457622,20.776284
4.176,25.516123,22.66917,22.482295,20.809297
4.178,25.511978,22.65931,22.509075,20.842541
4.18,25.516756,22.658317,22.53841,20.876042
4.182,25.534327,22.665322,22.570774,20.900878
4.184,25.564936,22.687061,22.607295,20.925925
4.186,25.609361,22.738066,22.650339,20.969658
4.188,25.670017,22.823267,22.70149,21.034708
4.19,25.748918,22.947144,22.761908,21.123637
4.192,25.844118,23.115998,22.833255,21.249064
4.194,25.955815,23.332472,22.916211,21.414447
4.196,26.097007,23.635669,23.020233,21.653121
4.198,26.263444,24.013924,23.143287,21.955772
4.2,26.443883,24.436123,23.279808,22.297573
4.202,26.648235,24.933546,23.437704,22.705384
4.204,26.886427,25.536664,23.624843,23.205243
4.206,27.137193,26.187438,23.827783,23.749763
4.208,27.396181,26.874167,24.04383,24.329419
4.21,27.659789,27.590289,24.274792,24.943214
4.212,27.928497,28.337683,24.520065,25.59233
4.214,28.204658,29.12586,24.777526,26.282958
4.216,28.484832,29.943836,25.04707,27.008478
4.218,28.760556,30.763708,25.326058,27.749164
4.22,29.053817,31.661346,25.623938,28.564426
4.222,29.373129,32.664687,25.944581,29.476337
4.224,29.718276,33.781309,26.289415,30.494393
4.226,30.08182,34.996946,26.651829,31.603466
4.228,30.396045,36.191687,26.972355,32.67256
4.23,30.646615,37.29093,27.236024,33.634825
4.232,30.795673,38.136411,27.403549,34.343035
4.234,30.804966,38.597509,27.444345,34.67873
4.236,30.620418,38.511492,27.313579,34.48635
4.238,30.321462,38.011356,27.073671,33.923147
4.24,29.919169,37.104059,26.732436,33.002907
4.242,29.543551,36.114638,26.405768,32.062425
4.244,29.200104,35.070312,26.099252,31.123926
4.246,28.902866,34.100729,25.829895,30.28126
4.248,28.659883,33.208181,25.60492,29.541062
4.25,28.500796,32.438274,25.451451,28.955553
4.252,28.397236,31.785756,25.346206,28.49332
4.254,28.333131,31.251079,25.275859,28.137445
4.256,28.307302,30.86031,25.243098,27.904001
4.258,28.318791,30.624133,25.248323,27.798785
4.26,28.353596,30.486677,25.277474,27.774085
4.262,28.411481,30.453456,25.330751,27.833667
4.264,28.498797,30.614978,25.418585,28.045211
4.266,28.610965,30.935873,25.535894,28.381652
4.268,28.740078,31.351636,25.673861,28.795028
4.27,28.878412,31.855704,25.827329,29.273875
4.272,29.021816,32.458286,25.995231,29.822706
4.274,29.146403,33.031993,26.15167,30.330899
4.276,29.247822,33.557354,26.292536,30.78163
4.278,29.270037,33.742895,26.356669,30.915788
4.28,29.203261,33.538354,26.333537,30.688576
4.282,29.111944,33.216627,26.280017,30.360628
4.284,28.997774,32.784604,26.197501,29.938859
4.286,28.871684,32.284981,26.093658,29.467617
4.288,28.745293,31.770315,25.981721,28.993768
4.29,28.648629,31.37663,25.894214,28.640806
4.292,28.580438,31.088986,25.829307,28.395648
4.294,28.555771,30.95642,25.800598,28.304623
4.296,28.536749,30.848083,25.776229,28.243568
4.298,28.506898,30.706586,25.742448,28.157988
4.3,28.471996,30.551711,25.704284,28.067041
4.302,28.433205,30.386836,25.66271,27.974322
4.304,28.361031,30.122678,25.594056,27.787828
4.306,28.255745,29.760801,25.498567,27.508533
4.308,28.121664,29.321804,25.379638,27.152421
4.31,27.967288,28.831574,25.244764,26.743908
4.311999,27.823281,28.386749,25.120961,26.372551
4.314,27.684166,27.968532,25.003263,26.02137
4.316,27.547634,27.569623,24.889609,25.683533
4.318,27.424325,27.215444,24.78868,25.385081
4.32,27.324743,26.932174,24.709081,25.152264
4.322,27.240433,26.693703,24.643558,24.961133
4.324,27.170608,26.496869,24.590871,24.808683
4.326,27.105796,26.311585,24.546203,24.670004
4.327999,27.043946,26.131363,24.508506,24.539724
4.33,26.986027,25.958057,24.47727,24.419001
4.332,26.931653,25.790557,24.45214,24.306734
4.334,26.872092,25.604772,24.426634,24.179627
4.336,26.808694,25.40469,24.401312,24.040956
4.338,26.745061,25.201534,24.37731,23.899627
4.34,26.682728,24.999524,24.354028,23.757283
4.342,26.627375,24.814453,24.330094,23.621497
4.343999,26.577389,24.642757,24.305931,23.490954
4.346,26.531213,24.481807,24.281931,23.364801
4.348,26.492467,24.34044,24.25738,23.247908
4.35,26.465386,24.228985,24.231785,23.146194
4.352,26.444126,24.134263,24.205039,23.052031
4.354,26.427305,24.052535,24.17708,22.963001
4.356,26.410146,23.976944,24.147472,22.876361
4.358,26.391158,23.905373,24.11591,22.791003
4.359999,26.369967,23.83543,24.083751,22.707211
4.362,26.346736,23.767091,24.051139,22.625126
4.364,26.314142,23.689574,24.018585,22.540269
4.366,26.272287,23.602905,23.986204,22.452834
4.368,26.231008,23.518721,23.956598,22.372694
4.37,26.190453,23.43705,23.929847,22.299915
4.372,26.154594,23.361475,23.907548,22.238297
4.374,26.12382,23.292529,23.88955,22.18784
4.375999,26.100911,23.233619,23.875877,22.149843
4.378,26.087462,23.185858,23.86702,22.125919
4.38,26.090808,23.154954,23.864799,22.123117
4.382,26.104633,23.136652,23.867553,22.134388
4.384,26.121217,23.125875,23.873127,22.150691
4.386,26.14174,23.123975,23.882099,22.173366
4.388,26.16703,23.13247,23.895165,22.203352
4.39,26.190898,23.146161,23.909945,22.233339
4.391999,26.209328,23.161427,23.924906,22.258467
4.394,26.220166,23.178224,23.939519,22.276596
4.396,26.220259,23.196424,23.95306,22.284251
4.398,26.215147,23.213416,23.966191,22.287742
4.4,26.206748,23.228119,23.979076,22.289125
4.402,26.193709,23.240765,23.991622,22.287681
4.404,26.174985,23.251488,24.003728,22.282519
4.406,26.157167,23.258848,24.016063,22.280408
4.407999,26.14141,23.262579,24.028704,22.282435
4.41,26.127325,23.262839,24.042242,22.28982
4.412,26.114904,23.259602,24.056938,22.303168
4.414,26.105038,23.25343,24.069205,22.314917
4.416,26.097764,23.244352,24.078881,22.32471
4.418,26.093213,23.232773,24.085983,22.333775
4.42,26.091334,23.218759,24.090446,22.341873
4.422,26.090916,23.204015,24.090124,22.341928
4.423999,26.09202,23.188491,24.085175,22.334361
4.426,26.095112,23.172496,24.0756,22.319905
4.428,26.099839,23.155924,24.062236,22.299283
4.43,26.10368,23.138199,24.051595,22.278234
4.432,26.106906,23.119369,24.042936,22.256211
4.434,26.10982,23.099487,24.035324,22.232861
4.436,26.111927,23.078341,24.030022,22.2094
4.438,26.110974,23.05479,24.032826,22.191574
4.44,26.107457,23.029306,24.042194,22.178102
4.442,26.101875,23.002326,24.056631,22.167955
4.444,26.094154,22.974995,24.07487,22.16069
4.446,26.084182,22.951309,24.092178,22.15446
4.448,26.072194,22.9305,24.109125,22.14944
4.45,26.058524,22.911993,24.125731,22.145599
4.452,26.043664,22.897268,24.139742,22.141865
4.454,26.028953,22.890616,24.144645,22.135291
4.456,26.014355,22.889664,24.143058,22.126772
4.458,26.000112,22.891827,24.1373,22.116935
4.46,25.98703,22.896093,24.127673,22.105434
4.462,25.977084,22.899105,24.115648,22.091557
4.464,25.969766,22.901078,24.101712,22.076003
4.466,25.964685,22.901704,24.086988,22.059998
4.468,25.962714,22.898806,24.072756,22.043012
4.47,25.966146,22.886802,24.062487,22.023809
4.472,25.972956,22.868986,24.05486,22.004389
4.474,25.980566,22.848895,24.048836,21.987494
4.476,25.988857,22.826187,24.04507,21.973974
4.478,25.99666,22.801275,24.044643,21.966921
4.48,26.003341,22.775646,24.046698,21.965793
4.482,26.007492,22.752105,24.050078,21.970166
4.484,26.008272,22.731087,24.054994,21.982273
4.486,26.002309,22.715236,24.061468,22.00905
4.488,25.992037,22.703603,24.069086,22.043924
4.49,25.980803,22.695477,24.076998,22.076586
4.492,25.968201,22.691248,24.085264,22.108426
4.494,25.954607,22.691943,24.093706,22.13813
4.496,25.941107,22.6964,24.10201,22.163255
4.498,25.930474,22.702197,24.109264,22.177405
4.5,25.922713,22.709921,24.115617,22.180291
4.502,25.920376,22.720259,24.120963,22.164251
4.504,25.921718,22.732112,24.125215,22.135322
4.506,25.922858,22.742384,24.128048,22.107608
4.508,25.924518,22.751576,24.129429,22.078778
4.51,25.927147,22.759634,24.128845,22.048483
4.512,25.929886,22.766059,24.126574,22.019451
4.514,25.929154,22.768503,24.123498,22.003818
4.516,25.925388,22.767228,24.119428,22.000298
4.518,25.917328,22.761177,24.113542,22.014649
4.52,25.905752,22.750952,24.106436,22.043767
4.522,25.89536,22.740071,24.102025,22.069564
4.524,25.885686,22.728201,24.099927,22.093816
4.526,25.876181,22.71502,24.09993,22.11865
4.528,25.867004,22.700663,24.102099,22.143435
4.53,25.862372,22.68877,24.10858,22.151656
4.532,25.862183,22.679254,24.119318,22.143704
4.534,25.866079,22.671848,24.134281,22.121093
4.536,25.874383,22.666563,24.153762,22.082882
4.538,25.881198,22.663117,24.172491,22.046385
4.54,25.886028,22.661555,24.190046,22.012956
4.542,25.889655,22.661254,24.20694,21.981288
4.544,25.892914,22.662358,24.224004,21.948887
4.546,25.890245,22.663259,24.235522,21.933276
4.548,25.879936,22.663587,24.239845,21.939648
4.55,25.864762,22.663443,24.239243,21.960422
4.552,25.844287,22.663179,24.233567,21.996488
4.554,25.822778,22.66114,24.225229,22.0379
4.556,25.802206,22.656445,24.215287,22.08017
4.558,25.782441,22.649712,24.203963,22.123103
4.56,25.76271,22.641369,24.190748,22.168794
4.561999,25.746787,22.630584,24.178528,22.206671
4.564,25.738974,22.616355,24.170542,22.225091
4.566,25.73635,22.599706,24.164766,22.231093
4.568,25.737387,22.581152,24.160238,22.228452
4.57,25.741484,22.561483,24.156585,22.217047
4.572,25.746669,22.542558,24.152445,22.198331
4.574,25.752907,22.524206,24.14803,22.173205
4.576,25.759143,22.507048,24.143342,22.144714
4.577999,25.764764,22.491401,24.137844,22.11352
4.58,25.765035,22.479869,24.128171,22.086444
4.582,25.760777,22.471974,24.115069,22.062529
4.584,25.75447,22.466073,24.102112,22.040827
4.586,25.746003,22.462243,24.08909,22.021337
4.588,25.735093,22.460515,24.078413,22.006199
4.59,25.72155,22.461084,24.070088,21.995622
4.592,25.707308,22.461924,24.064792,21.988067
4.593999,25.69244,22.462897,24.0621,21.983178
4.596,25.678082,22.463177,24.065215,21.981929
4.598,25.66479,22.462494,24.07645,21.985333
4.6,25.651892,22.460717,24.090262,21.990233
4.602,25.639256,22.457693,24.104321,21.995146
4.604,25.6267,22.453435,24.118821,22.000371
4.606,25.613891,22.447928,24.13386,22.006212
4.608,25.601136,22.441091,24.147391,22.011141
4.609999,25.588852,22.43272,24.156588,22.013137
4.612,25.576726,22.422973,24.161413,22.012227
4.614,25.563772,22.412106,24.158614,22.00617
4.616,25.550733,22.400084,24.149797,21.996174
4.618,25.540515,22.386988,24.139879,21.986143
4.62,25.532787,22.372813,24.128295,21.97564
4.622,25.527978,22.357585,24.114918,21.964875
4.624,25.525992,22.341235,24.099403,21.953592
4.625999,25.527886,22.324717,24.086415,21.945173
4.628,25.533665,22.308114,24.07641,21.939898
4.63,25.544064,22.291538,24.069861,21.938432
4.632,25.560873,22.274547,24.067676,21.942129
4.634,25.578552,22.25896,24.067696,21.947267
4.636,25.593779,22.245867,24.068677,21.951641
4.638,25.60777,22.234998,24.071142,21.956139
4.64,25.621326,22.226431,24.075721,21.961496
4.641999,25.63233,22.220463,24.081105,21.966076
4.644,25.636106,22.217894,24.084508,21.966311
4.646,25.63375,22.21856,24.086602,21.963097
4.648,25.62463,22.222886,24.087414,21.956453
4.65,25.608961,22.230766,24.086977,21.946458
4.652,25.593375,22.23958,24.086725,21.936628
4.654,25.578023,22.249238,24.08669,21.927014
4.656,25.562412,22.260177,24.086769,21.917607
4.657999,25.545165,22.273074,24.086625,21.907647
4.66,25.532173,22.285225,24.087708,21.900565
4.662,25.526934,22.295262,24.090876,21.898365
4.664,25.52667,22.303838,24.095456,21.89956
4.666,25.531193,22.311402,24.101377,21.904009
4.668,25.538558,22.317033,24.108227,21.910885
4.67,25.544007,22.318804,24.115004,21.918111
4.672,25.548544,22.317245,24.121888,21.926136
4.673999,25.552161,22.312842,24.128689,21.935102
4.676,25.554988,22.305571,24.135454,21.945059
4.678,25.550037,22.294758,24.140672,21.952286
4.68,25.53608,22.280063,24.144099,21.956214
4.682,25.518157,22.263342,24.146697,21.959004
4.684,25.496235,22.244293,24.14859,21.960652
4.686,25.474137,22.225494,24.150059,21.962681
4.688,25.454819,22.208882,24.151336,21.966317
4.69,25.437953,22.19408,24.152483,21.971323
4.692,25.424019,22.181266,24.153581,21.977688
4.694,25.414339,22.171146,24.154867,21.986042
4.696,25.416613,22.1677,24.157715,21.999826
4.698,25.429779,22.170379,24.161937,22.018563
4.7,25.446239,22.175376,24.166115,22.03789
4.702,25.466209,22.182804,24.170296,22.058027
4.704,25.486598,22.191076,24.17388,22.076612
4.706,25.507266,22.200149,24.17677,22.093236
4.708,25.525328,22.208452,24.178642,22.106777
4.71,25.539367,22.215196,24.179476,22.116729
4.712,25.547335,22.219335,24.178668,22.121839
4.714,25.542053,22.217165,24.174227,22.118022
4.716,25.526522,22.210214,24.167218,22.107049
4.718,25.508911,22.202584,24.161469,22.093941
4.72,25.488491,22.193921,24.156607,22.078229
4.722,25.466726,22.184783,24.153682,22.061159
4.724,25.442676,22.174709,24.15256,22.042135
4.726,25.421367,22.166085,24.154479,22.024501
4.728,25.404537,22.159686,24.159547,22.009428
4.73,25.393516,22.156244,24.168985,21.9978
4.732,25.393045,22.158154,24.186115,21.992454
4.734,25.400011,22.163862,24.208286,21.991809
4.736,25.407522,22.169958,24.228692,21.992923
4.738,25.416501,22.176898,24.248261,21.996178
4.74,25.427412,22.184947,24.266882,22.002079
4.742,25.441555,22.194728,24.285582,22.01132
4.744,25.452682,22.203266,24.299288,22.020651
4.746,25.458359,22.209471,24.306073,22.02876
4.748,25.45904,22.213393,24.306132,22.036029
4.75,25.452432,22.214197,24.296883,22.042055
4.752,25.440638,22.212253,24.28089,22.046919
4.754,25.429144,22.207921,24.265105,22.0504
4.756,25.417192,22.20116,24.248562,22.052538
4.758,25.40431,22.191834,24.230887,22.053163
4.76,25.389405,22.179747,24.210669,22.052171
4.762,25.377223,22.165747,24.194126,22.049969
4.764,25.370275,22.150159,24.184525,22.046732
4.766,25.367172,22.133025,24.18013,22.042415
4.768,25.368875,22.114421,24.181779,22.037149
4.77,25.373944,22.094583,24.188248,22.03084
4.772,25.375698,22.074987,24.193956,22.023133
4.774,25.374719,22.055479,24.199399,22.014039
4.776,25.371446,22.036239,24.204768,22.003836
4.778,25.367262,22.01699,24.211586,21.992519
4.78,25.357539,21.998809,24.214649,21.980249
4.782,25.338229,21.982471,24.209587,21.967025
4.784,25.31192,21.967749,24.198922,21.953076
4.786,25.279717,21.954837,24.183732,21.938639
4.788,25.241741,21.943721,24.163987,21.923776
4.79,25.206211,21.935164,24.144139,21.911243
4.792,25.17332,21.929288,24.124253,21.901152
4.794,25.142982,21.925537,24.104502,21.893219
4.796,25.113461,21.923786,24.083811,21.887087
4.798,25.089566,21.923941,24.065295,21.883632
4.8,25.078639,21.926032,24.053658,21.884296
4.802,25.077771,21.929793,24.047117,21.888399
4.804,25.08285,21.933796,24.043484,21.89457
4.806,25.09464,21.938585,24.043114,21.903246
4.808,25.109047,21.940604,24.044243,21.911648
4.81,25.125414,21.938832,24.046628,21.919161
4.812,25.142701,21.93375,24.049692,21.925639
4.814,25.160343,21.925764,24.053119,21.930985
4.816,25.177025,21.913992,24.056298,21.934529
4.818,25.185569,21.894658,24.055786,21.93288
4.82,25.186566,21.867849,24.051852,21.926276
4.822,25.183391,21.838055,24.046274,21.916818
4.824,25.176562,21.805528,24.039123,21.904717
4.826,25.165995,21.771668,24.030968,21.890302
4.827999,25.151574,21.737798,24.022398,21.873873
4.83,25.133937,21.704106,24.013373,21.855664
4.832,25.115143,21.673002,24.004484,21.836814
4.834,25.094744,21.643858,23.995525,21.817
4.836,25.075115,21.620719,23.988222,21.798598
4.838,25.057023,21.605529,23.983553,21.78252
4.84,25.039403,21.59451,23.979457,21.767235
4.842,25.021619,21.584994,23.974482,21.751662
4.843999,25.00403,21.578015,23.969098,21.736355
4.846,24.987124,21.57389,23.962981,21.721941
4.848,24.970863,21.572947,23.956289,21.708425
4.85,24.954981,21.571256,23.947834,21.694912
4.852,24.939498,21.568251,23.937563,21.681282
4.854,24.924236,21.563439,23.925004,21.667425
4.856,24.908729,21.554878,23.908708,21.652581
4.858,24.893361,21.543858,23.889852,21.637455
4.859999,24.879366,21.533693,23.872115,21.624509
4.862,24.866652,21.524099,23.855166,21.613551
4.864,24.855166,21.515247,23.839286,21.604545
4.866,24.844891,21.506616,23.824028,21.597275
4.868,24.8359,21.4997,23.810805,21.59235
4.87,24.828304,21.496477,23.801544,21.590531
4.872,24.822073,21.496419,23.795723,21.591636
4.874,24.817361,21.500634,23.794294,21.596542
4.875999,24.814549,21.51029,23.798055,21.606217
4.878,24.812011,21.520413,23.803588,21.616528
4.88,24.808828,21.528158,23.808904,21.6252
4.882,24.805415,21.534938,23.815051,21.633234
4.884,24.801837,21.541256,23.822631,21.640621
4.886,24.79816,21.547232,23.831699,21.64752
4.888,24.792634,21.547997,23.838284,21.650459
4.89,24.784791,21.542522,23.841596,21.648743
4.891999,24.775294,21.531886,23.842372,21.643026
4.894,24.76384,21.514963,23.840091,21.632371
4.896,24.751055,21.493244,23.835383,21.61791
4.898,24.740156,21.47338,23.830939,21.604523
4.9,24.731003,21.455021,23.826617,21.592011
4.902,24.723297,21.437895,23.82232,21.579889
4.904,24.716378,21.420677,23.817438,21.56689
4.906,24.711543,21.406208,23.813272,21.555482
4.907999,24.711263,21.399976,23.812297,21.550205
4.91,24.715029,21.400834,23.81399,21.550102
4.912,24.721577,21.406619,23.817559,21.553705
4.914,24.731989,21.418822,23.823387,21.562098
4.916,24.742929,21.432735,23.830198,21.571905
4.918,24.750937,21.443435,23.836677,21.579553
4.92,24.75722,21.452631,23.843246,21.586323
4.922,24.76153,21.459954,23.849552,21.592301
4.923999,24.764887,21.466985,23.856124,21.598655
4.926,24.763076,21.467175,23.860788,21.600491
4.928,24.752785,21.45537,23.861992,21.593991
4.93,24.736438,21.435345,23.860704,21.581948
4.932,24.716323,21.410646,23.857571,21.566896
4.934,24.691769,21.380178,23.852525,21.547918
4.936,24.665574,21.348714,23.845376,21.529526
4.938,24.638328,21.317444,23.835915,21.513205
4.94,24.610354,21.286518,23.824516,21.498308
4.942,24.582588,21.257022,23.811601,21.484753
4.944,24.554701,21.228538,23.797056,21.472437
4.946,24.531205,21.208117,23.781426,21.467491
4.948,24.513596,21.198451,23.764646,21.472731
4.95,24.499367,21.194704,23.747068,21.482698
4.952,24.486897,21.193604,23.729021,21.493616
4.954,24.476692,21.196103,23.71046,21.506466
4.956,24.468147,21.19991,23.692291,21.516883
4.958,24.461666,21.205724,23.674477,21.525299
4.96,24.455869,21.211072,23.657215,21.529972
4.962,24.449973,21.214575,23.640535,21.530138
4.964,24.443991,21.216118,23.624607,21.525223
4.966,24.435735,21.210885,23.610666,21.508856
4.968,24.424885,21.198156,23.598871,21.479483
4.97,24.413181,21.181838,23.58833,21.444731
4.972,24.401467,21.163996,23.578555,21.408628
4.974,24.389448,21.14374,23.569783,21.369679
4.976,24.377627,21.121389,23.562088,21.329642
4.978,24.365863,21.096354,23.555652,21.287337
4.98,24.354601,21.071423,23.549524,21.247769
4.982,24.343878,21.047788,23.543312,21.212943
4.984,24.333923,21.025208,23.537087,21.182702
4.986,24.325882,21.005282,23.530291,21.160853
4.988,24.320044,20.987969,23.522935,21.147532
4.99,24.313809,20.972214,23.515394,21.13884
4.992,24.306094,20.957435,23.507848,21.132914
4.994,24.297357,20.944102,23.500174,21.13092
4.996,24.287172,20.932791,23.492276,21.133596
4.998,24.275853,20.92363,23.484118,21.141536
5,24.261856,20.915222,23.476028,21.150207
5.002,24.244605,20.906906,23.468084,21.157687
5.004,24.224263,20.899096,23.460317,21.164893
5.006,24.19995,20.892036,23.453121,21.171193
5.008,24.171382,20.885995,23.446672,21.176902
5.01,24.14123,20.879063,23.439488,21.180702
5.012,24.110696,20.870367,23.430839,21.181949
5.014,24.079144,20.860376,23.42118,21.180998
5.016,24.046557,20.849023,23.410639,21.177737
5.018,24.012394,20.836567,23.399326,21.172209
5.02,23.979659,20.82167,23.386556,21.164309
5.022,23.949913,20.803503,23.371966,21.153923
5.024,23.922325,20.782643,23.355768,21.141174
5.026,23.897217,20.75939,23.337802,21.126198
5.028,23.874746,20.733465,23.317636,21.108822
5.03,23.853989,20.706018,23.29735,21.089799
5.032,23.834413,20.677668,23.27823,21.069508
5.034,23.816268,20.648195,23.259614,21.047843
5.036,23.799518,20.618,23.241457,21.025174
5.038,23.784569,20.586576,23.223339,21.001132
5.04,23.76993,20.555693,23.206807,20.976994
5.042,23.754393,20.5267,23.19318,20.953704
5.044,23.738555,20.498993,23.181765,20.930864
5.046,23.722726,20.472714,23.171931,20.908726
5.048,23.706628,20.447643,23.16404,20.886851
5.05,23.691067,20.424403,23.157031,20.866501
5.052,23.676845,20.403657,23.149871,20.848951
5.054,23.663652,20.385135,23.142942,20.833698
5.056,23.65151,20.368548,23.135918,20.820486
5.058,23.640158,20.353828,23.12927,20.809087
5.06,23.630191,20.341065,23.121856,20.79997
5.062,23.62254,20.330432,23.112137,20.793885
5.064,23.617019,20.321932,23.100538,20.790712
5.066,23.612255,20.314674,23.087472,20.788838
5.068,23.608713,20.308872,23.072992,20.788793
5.07,23.60511,20.303837,23.057122,20.789088
5.072,23.598659,20.298006,23.039983,20.786496
5.074,23.589882,20.291683,23.021453,20.781663
5.076,23.578768,20.284789,23.002105,20.77433
5.077999,23.565852,20.277716,22.981988,20.765074
5.08,23.550326,20.269859,22.961286,20.752913
5.082,23.52928,20.259099,22.941108,20.734114
5.084,23.501881,20.245157,22.921358,20.707796
5.086,23.471408,20.229362,22.902128,20.677561
5.088,23.439844,20.212514,22.883498,20.645621
5.09,23.406469,20.194305,22.865459,20.611156
5.092,23.373962,20.175201,22.848763,20.576577
5.093999,23.342219,20.154993,22.833601,20.541551
5.096,23.311945,20.13422,22.819693,20.507237
5.098,23.284529,20.113662,22.806845,20.475511
5.1,23.259299,20.093045,22.795072,20.445532
5.102,23.238724,20.072955,22.784621,20.42014
5.104,23.224837,20.05356,22.775937,20.401346
5.106,23.215665,20.034857,22.768464,20.387365
5.108,23.208285,20.017283,22.761037,20.376032
5.109999,23.202982,20.000634,22.753893,20.367486
5.112,23.199652,19.98545,22.74659,20.36187
5.114,23.198434,19.972302,22.738726,20.35953
5.116,23.199194,19.960935,22.730457,20.360252
5.118,23.198881,19.951015,22.721196,20.36146
5.12,23.197315,19.942247,22.711135,20.362923
5.122,23.194263,19.935136,22.699789,20.36459
5.124,23.188372,19.93064,22.686044,20.365575
5.125999,23.179924,19.929065,22.669813,20.366119
5.128,23.169052,19.927502,22.652972,20.365974
5.13,23.155909,19.924376,22.636482,20.364988
5.132,23.140337,19.920509,22.619859,20.363225
5.134,23.121698,19.915496,22.603464,20.360511
5.136,23.099518,19.909907,22.586796,20.356852
5.138,23.074998,19.902354,22.571082,20.352241
5.14,23.049365,19.891293,22.557688,20.34659
5.141999,23.022249,19.877284,22.546123,20.339899
5.144,22.993572,19.859639,22.536976,20.332463
5.146,22.962429,19.836966,22.530979,20.324444
5.148,22.930075,19.81095,22.527326,20.315712
5.15,22.899674,19.785233,22.524503,20.30615
5.152,22.870977,19.759609,22.522533,20.295745
5.154,22.84404,19.733929,22.521646,20.284564
5.156,22.819078,19.708004,22.522185,20.272515
5.157999,22.795884,19.681679,22.524152,20.25958
5.16,22.776444,19.658624,22.52541,20.246625
5.162,22.761482,19.640217,22.525114,20.233927
5.164,22.750468,19.625431,22.523922,20.221316
5.166,22.743659,19.614387,22.521924,20.20888
5.168,22.741841,19.607459,22.518995,20.196179
5.17,22.74258,19.603473,22.515491,20.184485
5.172,22.743589,19.601371,22.511765,20.175024
5.173999,22.745719,19.601561,22.507688,20.167332
5.176,22.748978,19.603754,22.503242,20.161396
5.178,22.754276,19.608487,22.498259,20.157015
5.18,22.760297,19.614906,22.492976,20.154476
5.182,22.763833,19.62077,22.487966,20.154515
5.184,22.764895,19.626148,22.483282,20.157177
5.186,22.764132,19.631313,22.478658,20.162164
5.188,22.761716,19.636551,22.473979,20.169757
5.19,22.75762,19.642034,22.469328,20.180184
5.192,22.751618,19.645252,22.464282,20.190335
5.194,22.743579,19.645043,22.458641,20.198749
5.196,22.733612,19.642147,22.452529,20.206355
5.198,22.721802,19.636384,22.445899,20.213037
5.2,22.707737,19.628165,22.438816,20.220026
5.202,22.69234,19.616602,22.431137,20.224596
5.204,22.676728,19.600337,22.422619,20.223084
5.206,22.660549,19.579395,22.413248,20.216057
5.208,22.644106,19.555582,22.403451,20.205688
5.21,22.627521,19.529199,22.393414,20.192455
5.212,22.610758,19.500258,22.383055,20.176262
5.214,22.594485,19.472433,22.372762,20.160444
5.216,22.578833,19.446317,22.36255,20.14545
5.218,22.563669,19.421409,22.352446,20.130981
5.22,22.54905,19.3982,22.342663,20.117706
5.222,22.534998,19.375889,22.333209,20.10466
5.224,22.521415,19.356719,22.323964,20.094512
5.226,22.508267,19.343257,22.314808,20.090334
5.228,22.495595,19.334747,22.305766,20.091229
5.23,22.483087,19.328666,22.297054,20.094121
5.232,22.470703,19.324214,22.288687,20.098172
5.234,22.458417,19.321758,22.280692,20.103681
