WAVELENGTH,Normal,20 deg,Normal,20 deg
12.138,0.282089,0.299113,0.109479,0.094652
12.14,0.283436,0.293481,0.108398,0.095468
12.142,0.284849,0.28772,0.107344,0.09632
12.144,0.286326,0.28186,0.106321,0.09721
12.146,0.287867,0.275931,0.105333,0.098142
12.148,0.28947,0.269965,0.104384,0.099118
12.15,0.291135,0.26399,0.103479,0.100141
12.152,0.29286,0.258039,0.102622,0.101212
12.154,0.294644,0.252139,0.101817,0.102334
12.156,0.296486,0.246323,0.101068,0.103509
12.158,0.298384,0.24062,0.10038,0.104741
12.16,0.300339,0.235059,0.099756,0.106031
12.162,0.302348,0.229671,0.099201,0.107382
12.164,0.30441,0.224486,0.09872,0.108796
12.166,0.306526,0.219526,0.098315,0.110276
12.168,0.308719,0.21467,0.097973,0.111819
12.17,0.310991,0.209878,0.097689,0.113422
12.172,0.313337,0.205161,0.097463,0.115084
12.174,0.31575,0.20053,0.097296,0.116803
12.176,0.318224,0.195997,0.097188,0.118578
12.178,0.320752,0.191574,0.097139,0.120408
12.18,0.323328,0.187272,0.097149,0.12229
12.182,0.325946,0.183102,0.097219,0.124225
12.184,0.328599,0.179076,0.097349,0.126209
12.186,0.33128,0.175205,0.09754,0.128242
12.188,0.333985,0.171501,0.097791,0.130322
12.19,0.336705,0.167975,0.098103,0.132448
12.192,0.339436,0.164639,0.098476,0.134619
12.194,0.342171,0.161502,0.098911,0.136832
12.196,0.344907,0.158561,0.099406,0.139085
12.198,0.347672,0.1557,0.099952,0.141363
12.2,0.350471,0.152914,0.10055,0.14367
12.202,0.353301,0.150228,0.101203,0.14601
12.204,0.356159,0.147666,0.101911,0.148389
12.206,0.359044,0.145252,0.102678,0.150812
12.208,0.361952,0.14301,0.103506,0.153285
12.21,0.364881,0.140964,0.104397,0.155814
12.212,0.367829,0.139139,0.105355,0.158404
12.214,0.370794,0.137557,0.10638,0.16106
12.216,0.373773,0.136244,0.107476,0.163788
12.218,0.376763,0.135222,0.108644,0.166593
12.22,0.379762,0.134517,0.109888,0.169481
12.222,0.382767,0.13415,0.111209,0.172457
12.224,0.385777,0.134147,0.11261,0.175527
12.226,0.388797,0.13453,0.114097,0.1787
12.228,0.391859,0.135302,0.11569,0.182003
12.23,0.394963,0.13644,0.117384,0.185425
12.232,0.398099,0.137917,0.119169,0.188954
12.234,0.40126,0.139708,0.121038,0.192576
12.236,0.404437,0.141788,0.122982,0.196279
12.238,0.407622,0.144131,0.124992,0.200047
12.24,0.410807,0.146711,0.12706,0.203869
12.242,0.413984,0.149503,0.129176,0.20773
12.244,0.417145,0.152482,0.131334,0.211618
12.246,0.420281,0.155622,0.133523,0.215519
12.248,0.423384,0.158898,0.135735,0.219419
12.25,0.426447,0.162285,0.137963,0.223307
12.252,0.429461,0.165758,0.140197,0.227168
12.254,0.432418,0.169291,0.142428,0.230989
12.256,0.43532,0.172882,0.144659,0.234776
12.258,0.438212,0.176621,0.146928,0.238608
12.26,0.441094,0.180521,0.149239,0.242485
12.262,0.443961,0.184576,0.151586,0.246396
12.264,0.446809,0.188785,0.153966,0.250331
12.266,0.449631,0.193144,0.156376,0.254279
12.268,0.452422,0.19765,0.158812,0.258227
12.27,0.455177,0.202299,0.16127,0.262166
12.272,0.45789,0.207089,0.163746,0.266084
12.274,0.460557,0.212017,0.166238,0.269969
12.276,0.463172,0.217079,0.16874,0.273812
12.278,0.46573,0.222272,0.17125,0.2776
12.28,0.468224,0.227593,0.173763,0.281324
12.282,0.470651,0.233039,0.176276,0.284972
12.284,0.473005,0.238606,0.178786,0.288532
12.286,0.475287,0.244309,0.181294,0.292006
12.288,0.477533,0.250234,0.183832,0.295449
12.29,0.479745,0.256376,0.186401,0.298867
12.292,0.481917,0.26271,0.188994,0.302253
12.294,0.484043,0.269213,0.191605,0.305601
12.296,0.486118,0.27586,0.194229,0.308904
12.298,0.488137,0.282628,0.196859,0.312156
12.3,0.490094,0.289492,0.19949,0.315352
12.302,0.491983,0.296428,0.202115,0.318484
12.304,0.493798,0.303413,0.204728,0.321548
12.306,0.495535,0.310424,0.207325,0.324535
12.308,0.497187,0.317435,0.209898,0.327441
12.31,0.498749,0.324424,0.212442,0.330259
12.312,0.500216,0.331366,0.214951,0.332983
12.314,0.501582,0.338239,0.217419,0.335606
12.316,0.502845,0.34503,0.219844,0.33813
12.318,0.504033,0.351848,0.222265,0.340612
12.32,0.505154,0.358717,0.224689,0.343061
12.322,0.506203,0.365627,0.227109,0.345464
12.324,0.507176,0.372565,0.229518,0.347808
12.326,0.50807,0.379522,0.231912,0.350083
12.328,0.508883,0.386487,0.234283,0.352275
12.33,0.509609,0.393449,0.236625,0.354374
12.332,0.510246,0.400397,0.238932,0.356366
12.334,0.51079,0.40732,0.241199,0.35824
12.336,0.511238,0.414208,0.243418,0.359985
12.338,0.511586,0.42105,0.245584,0.361588
12.34,0.511831,0.427835,0.247691,0.363037
12.342,0.511968,0.434554,0.249732,0.364321
12.344,0.511996,0.441194,0.251702,0.365427
12.346,0.51191,0.447747,0.253593,0.366344
12.348,0.511681,0.45428,0.255398,0.367042
12.35,0.511304,0.460821,0.257118,0.367523
12.352,0.510792,0.467357,0.258763,0.367808
12.354,0.510157,0.473876,0.26034,0.367916
12.356,0.509414,0.480365,0.261857,0.367869
12.358,0.508573,0.486809,0.263325,0.367686
12.36,0.507647,0.493196,0.26475,0.367387
12.362,0.50665,0.499513,0.266141,0.366992
12.364,0.505594,0.505746,0.267507,0.366521
12.366,0.504491,0.511883,0.268856,0.365994
12.368,0.503355,0.517911,0.270196,0.365431
12.37,0.502196,0.523816,0.271536,0.364852
12.372,0.501028,0.529586,0.272883,0.364276
12.374,0.499864,0.535207,0.274247,0.363724
12.376,0.498715,0.540668,0.275635,0.363215
12.378,0.497556,0.545989,0.277033,0.36272
12.38,0.496334,0.55122,0.278411,0.36217
12.382,0.495055,0.556357,0.279771,0.361571
12.384,0.493727,0.561395,0.281117,0.360926
12.386,0.492357,0.566329,0.28245,0.360241
12.388,0.490952,0.571156,0.283774,0.359519
12.39,0.489519,0.575871,0.285091,0.358765
12.392,0.488065,0.58047,0.286406,0.357983
12.394,0.486596,0.584948,0.287719,0.357179
12.396,0.48512,0.589302,0.289035,0.356355
12.398,0.483644,0.593526,0.290356,0.355518
12.4,0.482174,0.597617,0.291684,0.354671
12.402,0.480718,0.601571,0.293024,0.353818
12.404,0.479282,0.605382,0.294377,0.352965
12.406,0.477874,0.609048,0.295746,0.352115
12.408,0.476486,0.612568,0.297128,0.351259
12.41,0.475056,0.615967,0.298494,0.350335
12.412,0.473583,0.619246,0.299845,0.349344
12.414,0.472081,0.622403,0.301186,0.348303
12.416,0.470561,0.625435,0.302523,0.347226
12.418,0.469035,0.62834,0.303863,0.346127
12.42,0.467517,0.631114,0.305211,0.345021
12.422,0.466017,0.633755,0.306573,0.343923
12.424,0.464549,0.636261,0.307955,0.342848
12.426,0.463124,0.638628,0.309364,0.34181
12.428,0.461754,0.640854,0.310804,0.340824
12.43,0.460452,0.642936,0.312282,0.339904
12.432,0.459229,0.644872,0.313804,0.339064
12.434,0.458097,0.646659,0.315375,0.338321
12.436,0.457069,0.648295,0.317001,0.337686
12.438,0.456156,0.649776,0.318689,0.337176
12.44,0.455308,0.651123,0.320407,0.336727
12.442,0.454491,0.652349,0.322138,0.3363
12.444,0.453714,0.653447,0.323887,0.335904
12.446,0.452984,0.654414,0.32566,0.335549
12.448,0.45231,0.655244,0.327462,0.335245
12.45,0.451698,0.655932,0.3293,0.335002
12.452,0.451158,0.656475,0.33118,0.334831
12.454,0.450697,0.656867,0.333106,0.334742
12.456,0.450323,0.657103,0.335086,0.334744
12.458,0.450044,0.657179,0.337124,0.334847
12.46,0.449867,0.65709,0.339227,0.335062
12.462,0.449801,0.65683,0.3414,0.335399
12.464,0.449853,0.656397,0.343649,0.335867
12.466,0.450032,0.655784,0.34598,0.336477
12.468,0.450345,0.654986,0.348398,0.337238
12.47,0.450798,0.653982,0.350921,0.338167
12.472,0.451387,0.652698,0.353595,0.339289
12.474,0.452106,0.651151,0.356407,0.34059
12.476,0.452946,0.64937,0.359336,0.342052
12.478,0.453902,0.64738,0.362362,0.343655
12.48,0.454965,0.64521,0.365466,0.345382
12.482,0.456128,0.642885,0.368626,0.347214
12.484,0.457386,0.640435,0.371824,0.349134
12.486,0.458729,0.637885,0.375038,0.351122
12.488,0.460153,0.635262,0.37825,0.353161
12.49,0.461648,0.632594,0.381439,0.355233
12.492,0.46321,0.629907,0.384585,0.357319
12.494,0.464829,0.627228,0.387669,0.359402
12.496,0.466501,0.624583,0.39067,0.361463
12.498,0.468217,0.622001,0.393569,0.363484
12.5,0.46997,0.619506,0.396347,0.365447
12.502,0.471767,0.617037,0.399041,0.367379
12.504,0.473619,0.614518,0.401703,0.369317
12.506,0.475529,0.611954,0.404332,0.371264
12.508,0.477499,0.609352,0.406926,0.373224
12.51,0.479532,0.606718,0.409484,0.375198
12.512,0.481631,0.604059,0.412004,0.37719
12.514,0.483799,0.601381,0.414484,0.379202
12.516,0.486037,0.59869,0.416923,0.381237
12.518,0.488349,0.595993,0.419321,0.383297
12.52,0.490738,0.593295,0.421674,0.385385
12.522,0.493205,0.590603,0.423983,0.387504
12.524,0.495753,0.587923,0.426245,0.389657
12.526,0.498386,0.585262,0.428459,0.391846
12.528,0.501105,0.582625,0.430623,0.394073
12.53,0.503913,0.580018,0.432737,0.396342
12.532,0.506815,0.577441,0.434803,0.398659
12.534,0.509846,0.574795,0.436873,0.401089
12.536,0.513005,0.572068,0.438951,0.403633
12.538,0.516279,0.569285,0.441025,0.406269
12.54,0.519656,0.566466,0.443079,0.408976
12.542,0.523122,0.563636,0.4451,0.411733
12.544,0.526667,0.560817,0.447075,0.41452
12.546,0.530277,0.558031,0.448989,0.417316
12.548,0.533941,0.555301,0.450829,0.420099
12.55,0.537645,0.55265,0.452582,0.422849
12.552,0.541377,0.5501,0.454232,0.425546
12.554,0.545125,0.547673,0.455768,0.428167
12.556,0.548877,0.545392,0.457174,0.430694
12.558,0.552621,0.543279,0.458438,0.433105
12.56,0.556344,0.541356,0.459546,0.435379
12.562,0.560033,0.539646,0.460485,0.437496
12.564,0.563691,0.538143,0.461256,0.439455
12.566,0.567362,0.536745,0.461918,0.441326
12.568,0.571051,0.535446,0.462476,0.443117
12.57,0.574758,0.534254,0.462926,0.44483
12.572,0.578481,0.533175,0.463265,0.446464
12.574,0.582219,0.532217,0.46349,0.448022
12.576,0.58597,0.531386,0.463598,0.449503
12.578,0.589734,0.530691,0.463585,0.450908
12.58,0.593509,0.530137,0.46345,0.452238
12.582,0.597294,0.529733,0.463188,0.453493
12.584,0.601089,0.529484,0.462797,0.454674
12.586,0.604891,0.529399,0.462273,0.455782
12.588,0.6087,0.529484,0.461614,0.456817
12.59,0.612515,0.529747,0.460817,0.45778
12.592,0.616334,0.530193,0.459878,0.458671
12.594,0.620156,0.530831,0.458795,0.459492
12.596,0.623988,0.531695,0.457532,0.460234
12.598,0.627845,0.532835,0.456026,0.460879
12.6,0.631725,0.534229,0.454301,0.461432
12.602,0.635622,0.53585,0.452381,0.461898
12.604,0.639533,0.537671,0.450292,0.462283
12.606,0.643454,0.539668,0.448059,0.462593
12.608,0.647381,0.541812,0.445707,0.462833
12.61,0.65131,0.54408,0.443262,0.463008
12.612,0.655237,0.546443,0.440748,0.463125
12.614,0.659158,0.548878,0.438192,0.463187
12.616,0.663069,0.551357,0.435617,0.463202
12.618,0.666965,0.553854,0.433048,0.463174
12.62,0.670844,0.556344,0.430512,0.463108
12.622,0.674701,0.558802,0.428032,0.463011
12.624,0.678532,0.561201,0.425633,0.462887
12.626,0.682334,0.563515,0.423341,0.462743
12.628,0.686107,0.565772,0.421126,0.462565
12.63,0.689863,0.568044,0.41891,0.46233
12.632,0.693601,0.570335,0.416694,0.462042
12.634,0.697324,0.572645,0.414478,0.461702
12.636,0.701032,0.574977,0.412262,0.461315
12.638,0.704726,0.577331,0.410049,0.460883
12.64,0.708407,0.579709,0.407838,0.460409
12.642,0.712077,0.582112,0.405631,0.459897
12.644,0.715737,0.584543,0.403428,0.45935
12.646,0.719388,0.587001,0.40123,0.458771
12.648,0.723031,0.589489,0.399038,0.458162
12.65,0.726667,0.592007,0.396853,0.457528
12.652,0.730297,0.594558,0.394676,0.456871
12.654,0.733923,0.597142,0.392507,0.456194
12.656,0.737545,0.599761,0.390348,0.4555
12.658,0.741164,0.602417,0.388198,0.454793
12.66,0.744788,0.60516,0.386013,0.454055
12.662,0.74842,0.608053,0.383734,0.453264
12.664,0.752057,0.61107,0.381382,0.452423
12.666,0.755696,0.614182,0.378981,0.451541
12.668,0.759334,0.617364,0.376554,0.450622
12.67,0.762966,0.620589,0.374123,0.449675
12.672,0.766589,0.623829,0.371711,0.448704
12.674,0.770199,0.627058,0.369341,0.447717
12.676,0.773793,0.630249,0.367035,0.44672
12.678,0.777368,0.633375,0.364815,0.445719
12.68,0.780919,0.636409,0.362705,0.444721
12.682,0.784443,0.639326,0.360726,0.443732
12.684,0.787937,0.642098,0.358902,0.442757
12.686,0.791397,0.644698,0.357254,0.441804
12.688,0.79482,0.647102,0.355806,0.440879
12.69,0.798201,0.649281,0.354578,0.439988
12.692,0.801542,0.651254,0.353552,0.439119
12.694,0.804849,0.653099,0.352657,0.438241
12.696,0.808124,0.65482,0.351891,0.437357
12.698,0.811369,0.65642,0.351252,0.43647
12.7,0.814586,0.657903,0.350741,0.435586
12.702,0.817776,0.659272,0.350356,0.434707
12.704,0.82094,0.660532,0.350097,0.433837
12.706,0.824081,0.661684,0.349964,0.43298
12.708,0.827201,0.662732,0.349955,0.432141
12.71,0.8303,0.663681,0.35007,0.431321
12.712,0.83338,0.664532,0.350308,0.430527
12.714,0.836444,0.66529,0.350668,0.429761
12.716,0.839492,0.665958,0.351151,0.429026
12.718,0.842526,0.666539,0.351755,0.428328
12.72,0.845549,0.667036,0.352479,0.427669
12.722,0.848561,0.667453,0.353324,0.427053
12.724,0.85158,0.66777,0.354309,0.426477
12.726,0.854648,0.667923,0.355495,0.425917
12.728,0.857755,0.667923,0.356869,0.425375
12.73,0.860884,0.667785,0.358413,0.424853
12.732,0.864022,0.667527,0.360109,0.424355
12.734,0.867154,0.667165,0.36194,0.423882
12.736,0.870265,0.666714,0.363887,0.423438
12.738,0.87334,0.666191,0.365932,0.423025
12.74,0.876365,0.665613,0.368058,0.422646
12.742,0.879324,0.664994,0.370247,0.422303
12.744,0.882204,0.664352,0.372482,0.421999
12.746,0.88499,0.663701,0.374744,0.421737
12.748,0.887666,0.66306,0.377016,0.421519
12.75,0.890219,0.662442,0.37928,0.421348
12.752,0.892634,0.661865,0.38152,0.421226
12.754,0.894896,0.661344,0.383717,0.421157
12.756,0.896998,0.660885,0.385863,0.421141
12.758,0.898984,0.660428,0.388025,0.421169
12.76,0.900866,0.65996,0.390215,0.421239
12.762,0.902646,0.659483,0.392432,0.42135
12.764,0.904327,0.658997,0.394676,0.421503
12.766,0.90591,0.658505,0.396946,0.421698
12.768,0.907398,0.658006,0.399241,0.421934
12.77,0.908792,0.657504,0.401561,0.422212
12.772,0.910096,0.656999,0.403904,0.422531
12.774,0.911312,0.656492,0.406269,0.422892
12.776,0.91244,0.655985,0.408657,0.423294
12.778,0.913485,0.655479,0.411066,0.423738
12.78,0.914448,0.654975,0.413494,0.424222
12.782,0.91533,0.654475,0.415943,0.424749
12.784,0.916135,0.65398,0.418409,0.425316
12.786,0.916865,0.653491,0.420894,0.425925
12.788,0.917521,0.653009,0.423397,0.426575
12.79,0.918118,0.652471,0.425988,0.427271
12.792,0.918659,0.651853,0.428693,0.428015
12.794,0.919139,0.651174,0.431491,0.428806
12.796,0.91955,0.650454,0.434359,0.42964
12.798,0.919887,0.649711,0.437277,0.430519
12.8,0.920143,0.648963,0.440221,0.431438
12.802,0.920313,0.64823,0.443171,0.432397
12.804,0.920389,0.64753,0.446106,0.433395
12.806,0.920367,0.646881,0.449002,0.434429
12.808,0.920239,0.646303,0.45184,0.435499
12.81,0.92,0.645815,0.454598,0.436601
12.812,0.919644,0.645433,0.457253,0.437736
12.814,0.919164,0.645178,0.459785,0.438901
12.816,0.918554,0.645068,0.462173,0.440095
12.818,0.917809,0.645121,0.464395,0.441316
12.82,0.916922,0.645355,0.466429,0.442562
12.822,0.915889,0.64577,0.468281,0.443838
12.824,0.914714,0.646322,0.470003,0.445153
12.826,0.913402,0.647004,0.471607,0.446508
12.828,0.911959,0.647807,0.473097,0.447899
12.83,0.910392,0.648724,0.47448,0.449325
12.832,0.908705,0.649749,0.475762,0.450785
12.834,0.906905,0.650875,0.47695,0.452276
12.836,0.904998,0.652095,0.47805,0.453797
12.838,0.902988,0.653401,0.479067,0.455345
12.84,0.900883,0.654786,0.480009,0.456919
12.842,0.898687,0.656244,0.480881,0.458518
12.844,0.896406,0.657768,0.48169,0.460139
12.846,0.894046,0.659351,0.482442,0.46178
12.848,0.891613,0.660985,0.483143,0.463441
12.85,0.889112,0.662664,0.483798,0.465118
12.852,0.886549,0.664381,0.484415,0.46681
12.854,0.883924,0.666134,0.484997,0.468518
12.856,0.881159,0.667992,0.485505,0.470277
12.858,0.878234,0.669975,0.485926,0.472097
12.86,0.875168,0.672067,0.486266,0.473966
12.862,0.871979,0.674254,0.486533,0.475878
12.864,0.868685,0.676523,0.48673,0.477822
12.866,0.865304,0.678858,0.486865,0.47979
12.868,0.861854,0.681246,0.486943,0.481773
12.87,0.858353,0.683673,0.486969,0.483762
12.872,0.854819,0.686124,0.486951,0.485748
12.874,0.851269,0.688585,0.486893,0.487723
12.876,0.847723,0.691042,0.486802,0.489678
12.878,0.844197,0.693482,0.486682,0.491604
12.88,0.840709,0.695889,0.486541,0.493492
12.882,0.837277,0.698251,0.486384,0.495333
12.884,0.833919,0.700552,0.486216,0.49712
12.886,0.830652,0.70278,0.486044,0.498842
12.888,0.827464,0.70494,0.485859,0.500506
12.89,0.824277,0.707085,0.485628,0.502147
12.892,0.82109,0.709218,0.485353,0.503765
12.894,0.817907,0.711337,0.485038,0.505361
12.896,0.814733,0.713442,0.484687,0.506932
12.898,0.811571,0.715534,0.484303,0.508477
12.9,0.808425,0.717611,0.483892,0.509995
12.902,0.805301,0.719673,0.483456,0.511486
12.904,0.802202,0.72172,0.483,0.512947
12.906,0.799133,0.723751,0.482528,0.514378
12.908,0.796097,0.725765,0.482043,0.515776
12.91,0.793099,0.727762,0.48155,0.517142
12.912,0.790143,0.729742,0.481053,0.518474
12.914,0.787232,0.731704,0.480556,0.519771
12.916,0.784373,0.733648,0.480062,0.521031
12.918,0.781567,0.735573,0.479576,0.522253
12.92,0.77882,0.737479,0.479101,0.523436
12.922,0.776078,0.739416,0.478598,0.524605
12.924,0.773307,0.741413,0.478039,0.525776
12.926,0.770521,0.743454,0.477436,0.52694
12.928,0.767736,0.745521,0.476798,0.528089
12.93,0.764967,0.747597,0.476138,0.529218
12.932,0.76223,0.749665,0.475466,0.530317
12.934,0.759538,0.751708,0.474792,0.531379
12.936,0.756909,0.753709,0.474127,0.532397
12.938,0.754355,0.755649,0.473483,0.533364
12.94,0.751894,0.757514,0.472869,0.534271
12.942,0.749538,0.759285,0.472297,0.535111
12.944,0.747305,0.760946,0.471777,0.535877
12.946,0.745208,0.762479,0.47132,0.536561
12.948,0.743263,0.763868,0.470936,0.537155
12.95,0.741484,0.765096,0.470637,0.537654
12.952,0.739887,0.766147,0.470432,0.538048
12.954,0.738482,0.767005,0.47033,0.538331
12.956,0.737232,0.767703,0.470302,0.538512
12.958,0.736119,0.76826,0.470337,0.538599
12.96,0.735139,0.768683,0.470432,0.538597
12.962,0.734288,0.768979,0.470584,0.53851
12.964,0.733564,0.769155,0.470792,0.538343
12.966,0.732962,0.769218,0.471053,0.5381
12.968,0.73248,0.769176,0.471365,0.537786
12.97,0.732113,0.769035,0.471726,0.537406
12.972,0.731859,0.768802,0.472133,0.536965
12.974,0.731713,0.768485,0.472585,0.536466
12.976,0.731673,0.768091,0.473079,0.535915
12.978,0.731735,0.767626,0.473612,0.535317
12.98,0.731895,0.767098,0.474184,0.534675
12.982,0.73215,0.766513,0.474791,0.533994
12.984,0.732497,0.765879,0.475432,0.53328
12.986,0.732932,0.765203,0.476104,0.532536
12.988,0.733454,0.764484,0.476807,0.531762
12.99,0.734079,0.763683,0.477551,0.530929
12.992,0.734808,0.762796,0.478338,0.530033
12.994,0.735641,0.761828,0.479168,0.52908
12.996,0.736577,0.760782,0.480039,0.528071
12.998,0.737616,0.759661,0.480951,0.527011
13,0.738755,0.758469,0.481902,0.525902
13.002,0.739995,0.757209,0.482893,0.524749
13.004,0.741335,0.755886,0.483922,0.523554
13.006,0.742774,0.754503,0.484988,0.522321
13.008,0.744311,0.753064,0.486092,0.521054
13.01,0.745945,0.751571,0.487232,0.519755
13.012,0.747676,0.750029,0.488407,0.518427
13.014,0.749502,0.748442,0.489617,0.517075
13.016,0.751424,0.746812,0.490861,0.515701
13.018,0.753439,0.745144,0.492138,0.51431
13.02,0.755548,0.74344,0.493448,0.512903
13.022,0.757755,0.741695,0.494792,0.511476
13.024,0.76008,0.739867,0.496183,0.509997
13.026,0.762521,0.737959,0.497621,0.508466
13.028,0.765073,0.735978,0.499101,0.506888
13.03,0.767731,0.733932,0.500622,0.505271
13.032,0.77049,0.731828,0.502181,0.503619
13.034,0.773346,0.729674,0.503775,0.501938
13.036,0.776292,0.727478,0.505403,0.500233
13.038,0.779324,0.725246,0.50706,0.498511
13.04,0.782438,0.722986,0.508745,0.496777
13.042,0.785628,0.720707,0.510455,0.495036
13.044,0.788888,0.718415,0.512188,0.493294
13.046,0.792216,0.716117,0.513941,0.491557
13.048,0.795604,0.713822,0.51571,0.48983
13.05,0.799049,0.711536,0.517495,0.488119
13.052,0.802545,0.709267,0.519292,0.486429
13.054,0.806088,0.707023,0.521098,0.484766
13.056,0.809683,0.704796,0.522916,0.483123
13.058,0.813373,0.702531,0.524766,0.481454
13.06,0.817156,0.700229,0.526646,0.47976
13.062,0.821027,0.697897,0.528554,0.478047
13.064,0.824978,0.695542,0.530488,0.476324
13.066,0.829003,0.693172,0.532445,0.474595
13.068,0.833095,0.690794,0.534423,0.472869
13.07,0.837249,0.688416,0.536419,0.471153
13.072,0.841457,0.686044,0.53843,0.469453
13.074,0.845713,0.683687,0.540455,0.467775
13.076,0.85001,0.681351,0.542489,0.466128
13.078,0.854343,0.679044,0.544532,0.464518
13.08,0.858704,0.676773,0.54658,0.462951
13.082,0.863088,0.674546,0.548631,0.461434
13.084,0.867487,0.672369,0.550682,0.459975
13.086,0.871896,0.670249,0.552731,0.45858
13.088,0.876308,0.668196,0.554776,0.457256
13.09,0.880727,0.666206,0.556816,0.456005
13.092,0.88521,0.664237,0.558865,0.454808
13.094,0.889759,0.662286,0.560925,0.45366
13.096,0.894366,0.660356,0.562994,0.452558
13.098,0.899021,0.658451,0.565071,0.451503
13.1,0.903717,0.656575,0.567156,0.45049
13.102,0.908444,0.654733,0.569247,0.44952
13.104,0.913194,0.652928,0.571343,0.448591
13.106,0.917959,0.651164,0.573443,0.4477
13.108,0.922729,0.649446,0.575545,0.446846
13.11,0.927496,0.647778,0.577649,0.446029
13.112,0.932252,0.646163,0.579753,0.445245
13.114,0.936988,0.644605,0.581857,0.444493
13.116,0.941695,0.643109,0.583959,0.443773
13.118,0.946366,0.641679,0.586058,0.443081
13.12,0.95099,0.640317,0.588152,0.442417
13.122,0.955561,0.63903,0.590242,0.44178
13.124,0.960074,0.637816,0.592325,0.441166
13.126,0.964595,0.636635,0.594399,0.440567
13.128,0.969136,0.635478,0.596464,0.439986
13.13,0.97369,0.634352,0.598523,0.439424
13.132,0.978246,0.633265,0.600576,0.438886
13.134,0.982796,0.632225,0.602627,0.438375
13.136,0.987331,0.631238,0.604676,0.437895
13.138,0.991841,0.630312,0.606725,0.437449
13.14,0.996317,0.629455,0.608777,0.437041
13.142,1.000751,0.628672,0.610832,0.436674
13.144,1.005133,0.627973,0.612893,0.436352
13.146,1.009454,0.627363,0.614962,0.436078
13.148,1.013705,0.626851,0.61704,0.435856
13.15,1.017877,0.626443,0.619129,0.435689
13.152,1.021961,0.626147,0.621231,0.435581
13.154,1.025948,0.625969,0.623347,0.435535
13.156,1.02983,0.625917,0.62548,0.435555
13.158,1.033596,0.625999,0.627631,0.435644
13.16,1.03728,0.6262,0.629801,0.435814
13.162,1.040907,0.626506,0.631991,0.436065
13.164,1.044477,0.626914,0.634197,0.436392
13.166,1.047984,0.627423,0.636418,0.436789
13.168,1.051426,0.628032,0.638652,0.437248
13.17,1.054799,0.62874,0.640897,0.437764
13.172,1.058101,0.629545,0.643151,0.43833
13.174,1.061328,0.630445,0.645412,0.438939
13.176,1.064477,0.631439,0.647677,0.439586
13.178,1.067544,0.632527,0.649946,0.440264
13.18,1.070527,0.633706,0.652216,0.440966
13.182,1.073423,0.634975,0.654485,0.441687
13.184,1.076227,0.636332,0.65675,0.442419
13.186,1.078937,0.637777,0.659011,0.443157
13.188,1.081551,0.639308,0.661266,0.443894
13.19,1.084063,0.640923,0.663511,0.444624
13.192,1.086472,0.642621,0.665746,0.44534
13.194,1.088789,0.644395,0.66797,0.446041
13.196,1.091053,0.646228,0.670188,0.446735
13.198,1.09326,0.648125,0.672402,0.447426
13.2,1.095401,0.650091,0.674611,0.44812
13.202,1.09747,0.652134,0.676818,0.44882
13.204,1.099459,0.654258,0.679022,0.44953
13.206,1.10136,0.65647,0.681224,0.450255
13.208,1.103166,0.658776,0.683424,0.450998
13.21,1.10487,0.661181,0.685624,0.451763
13.212,1.106464,0.663692,0.687824,0.452556
13.214,1.10794,0.666314,0.690024,0.453379
13.216,1.109291,0.669054,0.692226,0.454236
13.218,1.110511,0.671918,0.694429,0.455133
13.22,1.11159,0.67491,0.696635,0.456072
13.222,1.112523,0.678038,0.698844,0.457058
13.224,1.113301,0.681307,0.701057,0.458095
13.226,1.113918,0.684722,0.703275,0.459187
13.228,1.114363,0.688293,0.705497,0.460338
13.23,1.114583,0.692058,0.707735,0.461556
13.232,1.114575,0.696021,0.70999,0.462839
13.234,1.114359,0.700164,0.712258,0.46418
13.236,1.113958,0.704472,0.714536,0.465575
13.238,1.113392,0.708928,0.716821,0.467017
13.24,1.112683,0.713516,0.719109,0.4685
13.242,1.111853,0.718218,0.721398,0.470019
13.244,1.110923,0.723018,0.723685,0.471568
13.246,1.109914,0.727901,0.725965,0.473141
13.248,1.108847,0.732849,0.728236,0.474733
13.25,1.107744,0.737846,0.730496,0.476337
13.252,1.106626,0.742876,0.73274,0.477949
13.254,1.105513,0.747923,0.734965,0.479561
13.256,1.104428,0.75297,0.737169,0.481169
13.258,1.103391,0.758002,0.739347,0.482768
13.26,1.102423,0.763001,0.741498,0.48435
13.262,1.101545,0.767952,0.743618,0.485911
13.264,1.100736,0.772869,0.74571,0.48745
13.266,1.09989,0.777833,0.747791,0.488982
13.268,1.099007,0.782843,0.74986,0.490509
13.27,1.098093,0.787895,0.751917,0.492035
13.272,1.097158,0.792983,0.75396,0.49356
13.274,1.096207,0.798103,0.755987,0.495088
13.276,1.09525,0.803249,0.757999,0.496619
13.278,1.094293,0.808416,0.759992,0.498157
13.28,1.093344,0.8136,0.761967,0.499703
13.282,1.09241,0.818795,0.763922,0.501259
13.284,1.0915,0.823996,0.765856,0.502828
13.286,1.09062,0.829198,0.767767,0.504411
13.288,1.089777,0.834396,0.769654,0.506011
13.29,1.08898,0.839586,0.771516,0.50763
13.292,1.088236,0.844762,0.773352,0.509269
13.294,1.087551,0.849919,0.77516,0.510931
13.296,1.086935,0.855052,0.77694,0.512617
13.298,1.086393,0.860157,0.77869,0.514331
13.3,1.085862,0.865283,0.780418,0.51608
